Functional,GeneID,GC_percentage,lowComplexity_density,phyloP_max,RPKM_tissue,RPKM_primary-cell,copy_number,repeat_distance,Interaction_ave,coding_potential,RNAalifold_score,Max_covariance,MFE,SNP_density,MAF_avg
No,55.00,0,4.379,.41,.58,1,1301,-7.078,2.05,0.00,113.18,-43.00,.186046,.003869
No,56.00,0,1.635,.25,.58,1,453,-8.109,3.35,0.00,108.58,-31.50,.294573,.000039
No,47.00,0,4.023,.28,.50,2,1075,-6.755,3.11,0.00,117.78,-26.40,.255319,.013418
No,62.00,0,3.003,.25,.58,1,324,-6.294,2.17,0.00,95.43,-57.80,.209302,.000013
No,36.00,0.0422535,2.376,.21,.50,3,829,-9.707,3.17,0.00,34.97,0.00,.352112,.015484
No,52.00,0,4.758,.21,.42,1,2661,-5.513,2.73,0.00,125.84,-37.80,.267605,.000047
No,64.00,0,8.806,.21,.42,1,2661,-7.189,2.92,0.00,202.42,-54.50,.267605,.000533
No,31.00,0.0492958,3.866,.42,1.35,366,522,-5.084,1.09,0.00,90.32,-20.70,.253521,.000061
No,47.00,0,0.586,.50,.42,336319,160,-6.462,14.31,-82.92,18.74,-38.70,.161971,.000016
No,38.00,0,4.075,.92,.21,1,258,-6.023,3.73,0.00,104.41,-29.20,.239436,.000020
No,56.00,0,2.709,.42,.42,1,2448,-8.164,2.42,0.00,79.72,-23.10,.151898,.003059
No,49.00,0,1.887,.50,.50,1,1786,-6.765,0.65,0.00,74.23,-11.10,.253731,.000303
No,37.00,0,2.752,.08,.25,1,474,-5.958,8.06,-68.41,NA,-22.20,.155038,.001049
No,57.00,0,0.556,.21,.14,291691,184,-7.052,6.01,-28.06,22.23,-47.40,.274647,.008058
No,25.00,0,3.082,.66,.33,1,1768,-4.323,2.71,0.00,73.15,-7.10,.179104,.000152
No,26.00,0,4.555,.66,.33,1,757,-4.413,0.66,0.00,104.48,-5.90,.134328,.000054
No,47.00,0,2.231,1.16,.50,1,1250,-5.265,0.32,0.00,104.12,-15.50,.223880,.003171
No,34.00,0,1.874,2.33,1.00,1,631,-6.355,1.89,0.00,82.62,-3.50,.253731,.000052
No,49.00,0,3.132,2.33,1.00,1,1078,-5.766,4.32,0.00,107.88,-8.10,.313432,.000018
No,28.00,0,2.959,4.50,1.66,1,1261,-4.552,5.94,0.00,85.17,-6.80,.223880,.000093
No,19.00,0.567164,3.84,2.00,3.83,60,2742,-4.765,1.91,0.00,108.22,-7.30,.119402,.000026
No,71.00,0,8.781,1.00,1.08,1,4872,-7.153,6.62,0.00,156.12,-55.90,.291338,.005926
No,58.00,0,5.439,1.28,1.14,1,1967,-7.654,2.38,0.00,116.16,-41.60,.184397,.000086
No,54.00,0,0.134,1.42,.42,6805,1552,-6.385,12.44,-85.24,4.54,-22.60,.215189,.037682
No,36.00,0,0.166,.75,1.16,33506,373,-6.051,9.65,-71.10,4.04,-15.40,.310077,.000079
No,48.00,0.0496454,4.453,1.57,.14,319796,676,-7.187,5.42,-29.20,30.36,-35.20,.212765,.000021
No,26.00,0,4.105,.21,.14,1,838,-5.166,4.89,0.00,106.52,-19.50,.141843,.000043
No,46.00,0,1.074,.14,.14,136263,290,-6.477,6.31,-18.70,22.84,-38.20,.382978,.013759
No,37.00,0,0.566,.07,.42,56,307,-7.080,12.04,-98.29,22.40,-20.70,.177304,.000017
No,41.00,0,0.166,.07,.14,13801,574,-6.588,6.14,-204.02,6.41,-20.90,.134751,.000012
No,28.00,0,3.392,.57,.14,1,1158,-4.026,3.54,0.00,130.57,-17.90,.226950,.000105
No,26.00,0,5.921,.85,.14,1,1136,-5.512,3.07,0.00,161.82,-19.00,.218309,.000293
No,28.00,0,0.956,.85,.35,5,1146,-6.163,4.84,0.00,27.82,-15.40,.177304,.000122
No,43.00,0,1.919,1.16,.16,1,359,-6.159,1.84,0.00,103.79,-13.00,.223880,.000017
No,51.00,0,8.578,.28,.71,1,806,-7.485,4.39,0.00,197.20,-31.90,.212765,.000092
No,48.00,0,4.218,.96,1.76,3,870,-6.947,4.50,0.00,131.90,-75.90,.286821,.002608
No,38.00,0,3.915,.96,1.76,3,108,-6.199,4.18,0.00,129.29,-52.20,.341085,.000025
No,40.00,0,3.656,1.00,1.76,2,264,-6.014,3.07,0.00,157.07,-70.00,.232558,.008559
No,48.00,0.0813953,0.403,1.12,1.00,311876,400,-8.076,11.09,-3.24,11.54,-71.20,.643410,.005058
No,40.00,0,0.764,1.12,1.20,50,332,-6.040,13.88,-78.99,11.29,-58.40,.302325,.000317
No,44.00,0.0968992,0.338,1.12,1.16,228061,633,-6.170,9.20,0.00,42.73,-67.90,.542635,.009387
No,33.00,0.236434,2.576,1.28,.44,8,1301,-6.190,4.71,0.00,86.89,-47.80,.624031,.002217
No,32.00,0.112403,2.165,.52,.08,4,849,-6.424,5.34,0.00,124.85,-42.50,.321705,.000289
No,37.00,0.511628,0,.84,.04,117,129,-5.362,NA,-170.90,NA,-45.00,.844961,.000166
No,47.00,0,4.495,2.69,10.92,391180,874,-7.057,18.43,-21.73,26.83,-76.30,.535580,.006058
No,38.00,0.123596,2.77,9.50,2.65,68,607,-6.766,5.79,0.00,102.12,-56.20,NA,NA
No,27.00,0,2.502,8.92,2.15,9,74,-5.286,5.46,0.00,112.39,-50.10,.172284,.005728
No,28.00,0,2.502,8.92,2.15,9,379,-6.068,5.03,0.00,116.88,-50.00,.187265,.005529
No,40.00,0,3.999,9.38,5.88,14,888,-5.988,3.12,0.00,203.73,-64.10,.318352,.000976
No,53.00,0,0.122,9.38,5.88,14,2710,-7.738,NA,-105.35,NA,-62.80,.460674,.000463
No,40.00,0,0.764,4.46,5.88,68,325,-6.860,15.20,-78.87,11.30,-69.40,.404494,.000384
No,44.00,0,0.338,8.28,10.92,53273,705,-5.486,14.83,-68.05,18.99,-39.00,NA,NA
No,41.00,0,1.017,3.61,8.57,25,189,-6.471,5.90,0.00,82.61,-63.50,.389513,.000113
No,41.00,0.342657,3.738,6.28,7.14,13027,1009,-5.900,2.34,0.00,31.93,-31.80,.839160,.007289
No,49.00,0,3.373,6.28,7.21,1,961,-7.818,0.16,0.00,85.52,-27.90,.132867,.000016
No,36.00,0,3.391,7.33,8.33,1,974,-6.349,3.19,0.00,182.50,-25.20,.200000,.000027
No,38.00,0,3.391,6.28,7.14,1,961,-5.053,4.15,0.00,136.88,-27.50,.202797,.000025
No,37.00,0,2.271,6.57,7.00,20,630,-5.143,18.94,-2.14,25.88,-35.90,.237762,.000043
No,27.00,0.27972,1.863,6.57,7.00,2,210,-5.353,5.31,0.00,14.86,-17.30,.391608,.010170
No,47.00,0.153846,1.387,6.57,7.00,194971,591,-6.565,6.57,-31.38,15.21,-37.30,1.006993,.004455
No,35.00,0,3.997,5.14,4.00,3,1604,-5.698,4.32,0.00,115.22,-21.30,.300699,.000480
No,73.00,0,8.696,11.46,13.53,6,1689,-5.826,1.83,0.00,124.66,-55.50,.296052,.000349
No,36.00,0,0.319,5.45,11.72,1039,188,-4.866,14.49,-46.97,15.22,-28.20,.217391,.001366
No,34.00,0.071161,3.207,1.92,3.73,5992,1079,-5.951,2.64,0.00,81.01,-56.30,.453183,.003738
No,35.00,0,1.007,3.60,8.20,22,348,-5.194,3.06,0.00,72.54,-21.20,.504854,.000277
No,35.00,0,2.762,2.33,3.25,7,166,-5.575,3.75,0.00,121.10,-27.80,.176923,.000144
No,27.00,0,6.287,2.16,4.50,1,2270,-4.093,5.64,0.00,93.95,-5.50,.193548,.000049
No,42.00,0,2.256,1.08,2.25,1,1124,-6.950,4.73,0.00,35.61,-12.80,.248000,.000169
No,49.00,0,2.611,1.75,3.00,2,199,-6.070,9.80,0.00,68.79,-30.00,.115702,.000054
No,47.00,0,6.996,2.50,2.00,1,7653,-5.914,6.86,0.00,132.31,-33.70,.192307,.021471
No,43.00,0.0461538,2.888,1.58,1.75,1,7653,-5.616,2.21,0.00,107.81,-28.80,.223076,.007837
No,42.00,0.0461538,2.888,1.66,1.75,1,7653,-5.382,NA,0.00,109.77,-28.10,.207692,.008417
No,54.00,0,0.959,1.75,3.75,195842,189,-7.067,5.09,-27.80,32.40,-51.60,.307692,.001751
No,34.00,0,0.959,1.50,3.21,451,715,-6.458,12.72,-92.57,3.40,-23.80,.314685,.000260
No,30.00,0,0.959,1.75,3.75,930,394,-5.302,12.72,-104.05,3.40,-21.40,.215384,.000060
No,74.00,0,0,2.00,3.91,2177,1035,-6.763,NA,-381.00,NA,-64.20,.938461,.000108
No,41.00,0,4.133,2.25,3.25,1,368,-6.039,1.48,0.00,120.55,-27.00,.201612,.000033
No,42.00,0.0754717,3.943,1.73,2.33,286549,268,-5.748,6.83,0.00,144.20,-40.80,.320754,.000719
No,43.00,0,8.725,9.33,5.75,1,1274,-6.880,6.35,0.00,106.43,-19.60,.146153,.000019
No,45.00,0,3.086,13.66,1.08,1,440,-5.812,3.69,0.00,103.98,-27.50,.149606,.000012
No,46.00,0,0.963,18.22,1.44,318,759,-6.035,3.81,-7.07,38.95,-14.90,.206185,.000040
No,32.00,0,2.736,.26,.66,1,1173,-5.321,4.57,0.00,103.53,-29.00,.250000,.004844
No,61.00,0,7.076,.18,.72,1,800,-6.725,5.19,0.00,98.99,-38.80,.260869,.000099
No,34.00,0.151316,0.844,.86,.73,50347,350,-4.096,3.65,-4.60,17.76,-31.30,.388157,.015694
No,32.00,0.194175,1.404,.40,13.10,1100,376,-4.145,2.42,-2.03,17.08,-29.50,.495145,.003020
No,64.00,0,5.592,.33,1.33,1,3290,-7.801,6.63,0.00,129.64,-30.50,.315789,.012967
No,49.00,0,2.121,.33,.53,362002,287,-6.955,12.00,-35.14,22.70,-41.40,.190789,.000035
No,35.00,0.460526,0.828,.80,.93,62227,307,-5.356,4.14,-37.94,3.28,-39.20,.769736,.010613
No,43.00,0,2.216,.80,.93,1,434,-7.058,4.50,0.00,33.18,-37.00,.151315,.000334
No,62.00,0,8.814,1.06,1.60,2,1952,-7.868,2.81,0.00,155.80,-45.10,.394736,.000355
No,43.00,0,2.46,1.06,1.60,2,226,-6.268,2.66,0.00,117.14,-41.50,.184713,.000076
No,43.00,0.191083,0.338,1.06,1.60,339536,216,-6.226,6.65,-29.83,14.19,-48.70,.579617,.013122
No,29.00,0,2.752,1.09,1.72,556,311,-5.661,3.67,0.00,56.14,-11.50,.139130,.000133
No,51.00,0,8.624,1.90,1.54,1,5436,-5.210,4.11,0.00,161.44,-39.10,.286956,.000033
No,51.00,0,8.624,1.75,1.58,1,5426,-7.189,5.12,0.00,125.44,-40.10,.328000,.000020
No,55.00,0,4.044,1.73,2.40,1,5394,-8.784,0.78,0.00,88.17,-45.70,.229299,.022911
No,59.00,0,4.044,2.09,3.27,1,5436,-6.849,NA,0.00,137.55,-38.50,.269565,.000683
No,53.00,0.765217,8.767,1.54,2.36,1,5138,-7.950,3.57,0.00,80.94,-2.90,.339130,.025854
No,53.00,0.765217,8.767,1.54,4.00,1,5138,-8.033,3.42,0.00,85.26,-2.90,.304347,.028808
No,43.00,0,3.229,2.83,4.50,1,5191,-4.602,NA,0.00,110.36,-12.80,.145161,.000114
No,30.00,0.104348,3.358,1.27,1.54,1,7,-4.926,4.67,0.00,29.47,-12.20,.321739,.000087
No,50.00,0,6.959,1.41,1.33,1,1699,-6.250,5.36,0.00,148.72,-29.60,.214876,.000019
No,45.00,0,3.544,1.80,1.60,1,237,-5.951,4.13,0.00,49.72,-18.80,.194174,.019329
No,59.00,0,3.459,.80,.80,1,7041,-7.140,1.22,0.00,136.87,-31.50,.281553,.000027
No,36.00,0,4.746,.80,.90,1,7041,-6.152,NA,0.00,98.54,-11.70,.310679,.000026
No,42.00,0,1.906,1.10,1.00,4,236,-6.944,1.87,0.00,93.37,-13.00,.184466,.000028
No,33.00,0,1.946,1.20,1.00,58,76,-6.002,NA,0.00,80.67,-9.00,.223300,.000114
No,36.00,0.0394737,0.58,.46,.80,1,262,-5.656,8.60,-28.62,20.75,-24.40,.203947,.000289
No,35.00,0,2.965,2.60,1.20,1,495,-6.323,4.93,0.00,62.84,-14.00,.184466,.013923
No,35.00,0,1.805,1.80,.86,198,927,-6.336,5.80,-4.64,28.80,-20.50,.146496,.000080
No,69.00,0,8.522,2.08,1.00,1,479,-7.130,0.44,0.00,132.54,-59.10,.248000,.000114
No,50.00,0,5.37,1.14,.85,1,1199,-6.625,3.07,0.00,114.72,-42.70,.234042,.000066
No,40.00,0,3.163,2.00,2.00,1,1285,-4.881,NA,0.00,92.19,-9.70,.209677,.000039
No,49.00,0.056,5.227,1.33,1.16,1,1457,-5.672,3.38,0.00,108.66,-34.30,.320000,.000014
No,56.00,0,3.539,.75,.75,1,262,-8.408,3.04,0.00,103.69,-29.10,.208000,.020334
No,53.00,0,8.854,5.00,8.33,1,3459,-5.662,4.08,0.00,112.06,-11.60,.225806,.002979
No,58.00,0,4.531,3.09,4.54,1,3406,-7.345,2.94,0.00,102.79,-32.40,.321739,.000077
No,57.00,0,4.531,2.66,4.16,1,3396,-6.998,3.09,0.00,128.87,-38.80,.312000,.000074
No,59.00,0,2.979,1.83,8.33,1,3459,-4.273,2.68,0.00,67.60,-21.30,.177419,.001345
No,48.00,0,8.812,.83,3.16,1,1731,-6.227,5.72,0.00,135.03,-33.30,.312000,.000042
No,45.00,0,8.812,1.83,6.33,1,1794,-5.901,7.85,0.00,87.53,-8.40,.225806,.000020
No,54.00,0,3.24,1.66,1.66,38815,339,-6.738,3.07,-0.16,15.63,-12.90,.225806,.001164
No,52.00,0,8.742,1.08,.66,1,6029,-6.634,1.45,0.00,117.04,-22.30,.168000,.000150
No,54.00,0,3.818,2.16,1.33,1,6092,-6.506,NA,0.00,112.68,-8.20,.161290,.000007
No,52.00,0,4.56,1.08,.66,1,6203,-7.153,2.09,0.00,108.50,-25.70,.239669,.000171
No,33.00,0,3.472,1.33,.75,1,233,-5.578,1.57,0.00,80.84,-19.20,.120967,.000126
No,55.00,0,0.166,1.13,.53,245391,53,-6.411,6.74,-122.11,4.84,-56.70,.226415,.000020
No,33.00,0.173554,0.543,1.08,.75,40666,350,-5.247,8.72,-11.89,16.72,-13.70,.966942,.006934
No,57.00,0,8.786,1.08,.66,1,1662,-7.130,6.82,0.00,124.42,-34.70,.289256,.000034
No,58.00,0,8.297,1.08,3.16,1,10698,-8.106,5.06,0.00,155.96,-34.70,.280991,.000040
No,62.00,0,8.297,1.08,4.33,1,10698,-8.133,1.95,0.00,128.44,-38.90,.264462,.000025
No,58.00,0,0.34,1.77,11.11,277269,13505,-5.071,10.59,-82.50,18.19,-31.70,.151515,.000042
No,47.00,0,0.549,.61,.61,11,702,-7.106,12.68,-64.03,22.72,-31.30,.200000,.000024
No,40.00,0.852632,0.962,.55,.61,8820,1086,-7.332,2.84,-12.08,16.48,-16.80,.426315,.000520
No,55.00,0,0.465,5.00,58.28,58715,272,-4.372,12.41,-27.27,12.27,-25.10,.250000,.000015
No,65.00,0,8.805,5.66,1.66,1,725,-6.431,2.40,0.00,99.49,-43.90,.289256,.000028
No,50.00,0,0.548,1.16,1.50,337318,260,-6.366,8.29,-36.62,14.76,-33.50,.253846,.000161
No,55.00,0.0368421,0.544,.77,1.00,369022,166,-6.822,11.33,-26.51,18.86,-75.30,.384210,.000034
No,56.00,0,0.897,14.00,10.33,321902,268,-6.535,2.62,0.00,26.38,-45.00,.188524,.001207
No,18.00,0,0.427,16.50,11.70,1,183,-2.303,5.31,0.00,10.38,-27.80,.320388,.001073
No,44.00,0,0.504,2.33,2.33,7273,206,-6.453,9.60,-58.53,8.72,-21.30,.247422,.000021
No,51.00,0,0.58,2.33,3.66,345419,2378,-6.661,4.34,-18.46,21.16,-41.00,.314960,.000517
No,63.00,0,0.991,2.11,2.44,317451,287,-7.593,4.83,0.00,29.91,-35.10,.340206,.000041
No,41.00,0,5.789,3.16,5.00,1,1483,-4.932,3.60,0.00,80.47,-12.40,.129032,.000040
No,54.00,0,5.225,2.50,4.00,1,1999,-6.238,2.10,0.00,99.77,-39.50,.224000,.000024
No,29.00,0.427419,1.27,1.25,1.75,85519,2598,-4.836,2.67,0.00,31.21,-42.30,2.548387,.004083
No,67.00,0,7.91,1.46,11.20,1,1147,-8.138,3.22,0.00,110.53,-44.77,.308176,.000192
No,66.00,0,8.474,.83,1.66,1,1248,-7.631,5.42,-2.59,158.54,-55.30,.209677,.000028
No,51.00,0,0.586,1.33,2.16,337294,1684,-6.393,6.92,-25.03,18.49,-32.40,.233870,.000206
No,45.00,0,4.86,3.50,8.83,1,642,-5.408,1.25,0.00,102.29,-28.90,.177419,.000025
No,55.00,0,0.9,1.20,1.86,245204,323,-7.342,5.58,-30.21,25.08,-45.90,.157232,.000042
No,48.00,0,3.481,1.20,3.20,1,145,-6.199,3.20,0.00,131.20,-34.70,.213836,.000015
No,62.00,0,8.865,1.25,2.08,1,1857,-5.841,4.06,0.00,172.99,-52.80,.225806,.000092
No,57.00,0,3.309,.66,1.66,1,2106,-6.483,1.08,0.00,91.56,-55.50,.201257,.000279
No,41.00,0.0495868,0.134,1.08,2.08,74,455,-6.085,16.45,-291.48,5.93,-21.70,.223140,.015751
No,40.00,0,0.134,1.13,1.66,179,417,-6.327,16.45,-291.48,5.93,-35.80,.157232,.000024
No,62.00,0,0.166,1.25,4.33,355244,8011,-7.087,9.47,-53.21,5.72,-36.20,.516129,.000418
No,48.00,0,2.588,1.33,3.33,1,3583,-7.410,0.74,0.00,85.62,-51.30,.305263,.003938
No,34.00,0.0691824,2.741,.86,2.26,47768,2941,-5.823,4.27,0.00,17.71,-28.70,4.257861,.001917
No,57.00,0.149533,2.619,.90,.60,1,3640,-6.780,NA,0.00,72.51,-33.90,.196261,.000011
No,51.00,0.0560748,8.485,1.10,.60,1,1200,-5.963,5.22,0.00,123.75,-27.10,.158878,.000072
No,42.00,0,2.653,2.00,2.00,1,461,-6.870,2.47,0.00,98.06,-20.30,.186915,.000013
No,59.00,0,0.582,.55,1.44,348710,208,-5.132,11.10,-30.16,25.23,-35.70,.257731,.015195
No,59.00,0,4.142,.41,.50,1,914,-6.017,2.84,0.00,105.71,-44.90,.165354,.000034
No,40.00,0,0.34,.41,1.16,1592,400,-5.628,13.48,-132.63,23.90,-27.10,.212598,.000913
No,66.00,0.354331,2.708,.33,.83,1,1210,-7.210,2.54,0.00,100.76,-25.50,.307086,.000038
No,68.00,,2.708,.44,1.00,1,1240,-7.463,0.13,0.00,89.92,-27.70,.278350,.000083
No,48.00,0,3.371,69.16,1.33,1,2539,-6.785,2.27,0.00,96.58,-34.60,.196850,.006493
No,50.00,0,3.073,92.22,1.66,1,2569,-7.521,1.76,0.00,85.59,-11.30,.257731,.003677
No,28.00,0.740157,1.607,.83,1.25,7,4381,-4.778,3.87,0.00,11.53,-37.20,.409448,.000076
No,65.00,0.354331,3.78,1.41,.50,1,3979,-7.274,0.59,0.00,94.97,-28.50,.283464,.000526
No,34.00,0,3.093,.33,.33,1,847,-4.170,1.10,0.00,86.41,-20.20,.144329,.000387
No,27.00,0.0721649,0.335,.33,.33,26,647,-5.266,15.25,-60.48,14.09,-13.20,.288659,.007690
No,39.00,0,3.961,1.55,.77,1,1372,-6.126,3.24,0.00,97.53,-13.20,.226804,.000031
No,41.00,0,4.678,.25,.58,1,128,-4.661,1.74,0.00,112.49,-35.80,.137096,.007354
No,45.00,0,4.297,.20,.46,1,588,-6.884,NA,0.00,117.09,-45.70,.257861,.000220
No,42.00,0,1.639,.20,.70,46,746,-5.259,5.47,-28.12,28.73,-27.60,.158878,.000630
No,41.00,0.0659341,0.334,3.00,.88,1,54,-6.573,5.38,0.00,14.79,-17.00,.263736,.000092
No,27.00,0,0.539,.33,.75,774,507,-5.079,8.24,-28.78,18.63,-13.00,.299212,.006300
No,47.00,0,3.991,.11,1.00,1,5254,-6.257,3.23,0.00,138.39,-24.60,.206185,.000197
No,28.00,0.191781,1.094,2.71,1.42,1,684,-4.110,6.41,-0.40,40.39,-10.70,.356164,.000023
No,35.00,0,3.183,.66,.60,1,1351,-5.573,2.02,0.00,115.83,-28.90,.217105,.000469
No,37.00,0,3.295,.73,.46,1,570,-5.338,1.93,0.00,77.39,-33.60,.171974,.000432
No,40.00,0,0.32,1.07,.50,19828,2848,-6.022,10.07,-192.75,4.34,-35.70,.397163,.010935
No,40.00,0,1.779,1.57,1.00,1,442,-4.762,5.01,0.00,22.63,-8.00,.222222,.000012
No,28.00,0,0.301,1.22,1.77,2,469,-5.439,13.88,-30.52,14.12,-11.10,.222222,.000014
No,52.00,0,0.092,.81,1.45,123,1391,-6.729,8.36,-279.30,3.87,-23.60,.356521,.006039
No,39.00,0,0.321,.60,1.60,3,1852,-5.252,6.62,-35.95,9.71,-12.90,.203883,.000407
No,31.00,,4.145,1.91,.41,1,626,-5.660,2.92,0.00,120.70,-14.30,.245901,.006397
No,36.00,0.297872,0.586,.35,.42,47249,336,-6.060,7.97,-19.77,24.72,-29.80,1.574468,.023279
No,34.00,0.0425532,0.528,.35,1.50,753,838,-7.398,9.04,-43.10,19.27,-17.50,.276595,.000032
No,38.00,0.198582,4.148,.35,.71,27,463,-6.486,2.93,0.00,119.07,-23.30,.205673,.016376
No,30.00,0,1.019,.88,1.00,1263,879,-4.339,7.92,-1.42,25.15,-20.50,.237113,.000107
No,29.00,0,1.292,.57,.64,2473,835,-6.779,5.80,-2.27,41.89,-15.90,.184397,.000100
No,37.00,0,4.731,.42,1.50,2,944,-5.596,5.15,0.00,103.37,-24.40,.191489,.000102
No,36.00,0,2.206,1.08,.50,1,420,-6.059,2.87,0.00,108.85,-13.00,.176000,.027016
No,35.00,0,2.625,1.50,1.00,1,483,-5.301,3.86,0.00,70.61,-5.40,.112903,.000026
No,51.00,0,0.586,.71,.42,44861,380,-6.780,9.84,-46.98,24.74,-41.80,.191489,.000027
No,51.00,0,8.606,2.66,1.77,1,3611,-4.098,3.17,0.00,117.85,-31.80,.292929,.000016
No,41.00,0,6.874,.33,.33,3,87,-6.230,5.68,0.00,150.62,-46.10,.131578,.000553
No,52.00,0,1.73,.50,.50,266790,275,-5.162,8.12,-9.95,32.67,-36.50,.330578,.018794
No,57.00,0,0.34,.66,.66,338353,1218,-6.253,10.17,-33.49,16.35,-28.40,.212121,.027735
No,59.00,0,0.34,.66,.66,273577,1155,-6.650,12.66,-61.79,20.23,-24.00,.202020,.000038
No,45.00,0,2.029,2.00,3.85,1,4372,-6.108,0.77,0.00,81.97,-17.30,.097222,.000089
No,46.00,0,5.578,2.75,2.41,1,4322,-5.899,NA,0.00,154.92,-31.10,.221311,.000051
No,45.00,0,4.519,2.14,3.28,1,4372,-5.413,NA,0.00,114.82,-17.10,.236111,.000061
No,48.00,0,4.519,1.66,3.11,1,4345,-5.654,NA,0.00,125.25,-25.50,.212121,.000063
No,45.00,0,5.578,2.75,2.50,1,4322,-5.838,5.67,0.00,109.35,-31.10,.213114,.000053
No,45.00,0,2.495,2.00,3.85,1,4372,-5.366,2.10,0.00,82.37,-12.30,.222222,.000080
No,43.00,0,8.317,2.66,2.33,1,4322,-6.090,2.07,0.00,127.83,-29.10,.213114,.000052
No,41.00,0,8.317,2.22,2.66,1,4345,-6.398,1.37,0.00,120.80,-20.20,.212121,.000026
No,56.00,0,3.793,.85,1.57,1,1405,-5.940,2.35,0.00,160.14,-24.00,.263888,.000013
No,63.00,0,8.509,.71,1.14,1,1405,-7.644,3.41,-0.04,76.58,-24.80,.277777,.000935
No,54.00,0,8.718,.75,.58,1,1523,-8.295,1.68,0.00,192.46,-21.60,.262295,.000049
No,54.00,0,4.975,.66,.75,1,1523,-7.054,1.17,0.00,105.79,-32.30,.237704,.000050
No,49.00,0.181818,4.856,.55,.88,1,676,-8.205,NA,0.00,92.25,-4.80,.373737,.000560
No,50.00,0,1.993,.71,.85,1,351,-6.250,3.30,0.00,70.78,-15.10,.250000,.000423
No,36.00,0.057377,4.255,.41,.50,1,1152,-7.477,1.27,0.00,98.47,-14.00,.360655,.000471
No,28.00,0,1.742,.66,.50,44,703,-5.881,5.32,0.00,36.34,-7.00,.140625,.000012
No,44.00,0,0.34,.33,.77,105,4149,-7.538,15.29,-209.70,20.56,-15.70,.154639,.000088
No,49.00,0,0.586,.33,.77,116205,2087,-5.413,11.72,-40.28,27.56,-35.60,.288659,.000674
No,32.00,0,0.892,.33,.77,1966,464,-6.222,6.20,-1.35,28.88,-5.60,.185567,.000012
No,45.00,0,3.224,.44,3.00,1,1018,-5.182,5.98,0.00,100.98,-22.70,.247422,.000176
No,47.00,0,0.064,.55,2.88,5563,1207,-5.327,NA,-177.75,NA,-25.80,.195876,.000046
No,39.00,0,0.3,.28,1.85,27260,4349,-5.485,10.84,-70.08,15.85,-28.40,.170212,.000012
No,42.00,0,1.912,.33,.77,70795,175,-7.455,6.53,-25.37,14.93,-12.40,.268041,.000036
No,40.00,0.16129,0.475,.33,2.58,16,2473,-6.513,4.99,0.00,23.78,-4.10,.556451,.000229
No,44.00,0.106918,0.521,.46,2.06,340641,424,-6.703,8.25,-33.60,6.26,-42.50,.402515,.000029
No,46.00,0.222222,3.706,.66,3.44,178558,2292,-6.022,2.51,-30.06,2.70,-22.30,.959595,.003830
No,43.00,0,0.335,.30,3.10,212,2971,-5.710,6.81,-43.80,13.87,-20.40,.252336,.001518
No,45.00,0,0.335,.25,2.58,258,2956,-5.285,15.11,-84.75,16.24,-29.30,.188524,.009000
No,41.00,0,0.34,.42,4.42,306,585,-6.709,6.40,-51.43,22.94,-10.70,.194444,.000146
No,27.00,0,2.587,1.41,1.33,1,713,-5.367,NA,0.00,70.30,-13.70,.181102,.001128
No,40.00,0,0.333,.22,1.77,415,284,-6.383,6.10,-10.36,15.91,-12.40,.219780,.000020
No,44.00,0,2.276,1.11,.44,1,551,-6.299,2.43,0.00,84.68,-16.70,.164948,.000068
No,31.00,0,2.502,.66,.22,1,747,-6.743,3.73,0.00,93.67,-8.20,.298969,.000018
No,53.00,0,2.33,.80,.19,1,700,-7.273,1.40,0.00,118.71,-71.60,.218604,.000244
No,53.00,0,0.586,.85,.57,164795,363,-5.197,9.53,-14.67,24.07,-20.10,.260273,.000051
No,31.00,0,3.3,1.00,1.11,1,497,-6.070,0.49,0.00,101.23,-10.20,.153846,.000046
No,40.00,0,2.492,.88,1.22,2,247,-5.420,1.92,0.00,92.37,-16.80,.208791,.025902
No,42.00,0,2.492,.88,1.44,12,633,-5.903,8.53,-11.63,16.77,-13.40,.197802,.013696
No,36.00,0.0769231,1.233,2.66,.55,3,977,-6.370,4.38,-1.57,34.42,-12.50,.318681,.000234
No,35.00,0,2.564,1.77,.66,3,211,-5.416,1.29,0.00,83.65,-16.90,.208791,.015233
No,37.00,0,0.571,1.44,.44,1024,443,-4.745,8.83,-23.15,23.63,-11.00,.263736,.002086
No,46.00,0,0.34,.85,.28,699,3783,-7.547,11.58,-37.38,15.81,-8.80,.150684,.000973
No,34.00,0,0.34,2.14,.28,1,561,-5.969,14.50,-99.48,16.47,-9.40,.095890,.000018
No,41.00,0,0.335,1.57,.42,4373,1476,-6.229,11.78,-135.22,20.95,-7.00,.109589,.000251
No,36.00,0,1.621,3.14,.28,1,555,-5.053,4.14,0.00,67.27,-11.80,.246575,.000016
No,39.00,0,2.267,4.57,.28,1,1071,-6.078,2.46,0.00,64.32,-6.20,.191780,.000016
No,42.00,0,5.478,1.85,.42,1,288,-6.865,1.82,0.00,108.32,-5.90,.164383,.000670
No,39.00,0,2.905,.33,.33,1,951,-3.172,1.56,0.00,48.40,-32.10,.208791,.000099
No,32.00,0,0.586,.85,.14,941,883,-4.839,5.19,-7.54,20.78,-7.10,.109589,.000020
No,34.00,0,2.689,2.41,.08,1,725,-5.430,5.43,0.00,119.20,-22.60,.265625,.000115
