Functional,GeneID,GC_percentage,lowComplexity_density,phyloP_max,RPKM_tissue,RPKM_primary-cell,copy_number,repeat_distance,Interaction_ave,coding_potential,RNAalifold_score,Max_covariance,MFE,SNP_density,MAF_avg
No,52.00,0.00952381,0.881,.09,.42,394663,208,-8.711,16.51,-58.38,17.99,-297.00,.234523,.000859
No,68.00,0.243402,7.731,.42,1.25,3,2553,-8.356,1.84,0.00,118.82,-322.10,.268328,.000422
No,42.00,0,0.134,1.18,1.90,1019,544,-6.330,8.87,-76.00,6.01,-21.50,.277310,.001045
No,31.00,0,0.134,.90,.81,65,259,-5.426,5.09,-94.96,NA,-14.70,.150442,.000202
No,43.00,0.0619469,0.563,.90,.81,1,504,-6.263,10.68,-29.97,25.50,-26.00,.247787,.000057
No,47.00,0,2.35,.54,.81,1480,301,-5.746,4.57,-0.05,38.74,-23.90,.176991,.007597
No,61.00,0,7.83,.45,.54,2,1779,-5.447,6.54,0.00,179.27,-35.70,.247787,.035324
No,55.00,0,2.52,.45,.54,506,368,-6.984,4.33,0.00,70.02,-29.40,.300884,.000035
No,53.00,0,2.363,.45,.54,83051,646,-6.613,7.83,-18.44,21.65,-30.30,.194690,.000294
No,60.00,0,0.586,.53,.23,2,486,-7.312,11.76,-81.63,29.74,-108.40,.176245,.012263
No,53.00,0,1.661,.36,.45,1,906,-6.301,NA,0.00,86.64,-27.80,.203539,.034575
No,50.00,0,7.959,.02,.04,1723,676,-9.265,7.99,-2.94,63.42,-409.20,.204829,.000174
No,54.00,0,2.437,.30,.93,384328,3951,-7.728,14.27,-26.56,44.37,-164.40,.227467,.000082
No,48.00,0.0364807,0.586,.15,.10,312752,247,-7.524,16.99,-40.64,32.20,-141.00,.345493,.002967
No,48.00,0.0343434,0.586,.14,.10,346211,218,-8.073,17.14,-40.64,31.99,-154.80,.351515,.002746
No,50.00,0,2.036,.13,.10,1,1704,-8.200,8.05,0.00,30.84,-137.80,.233905,.008190
No,60.00,0,4.192,.04,.10,1,2918,-8.520,3.11,0.00,101.19,-191.80,.266094,.004816
No,50.00,0.0193133,0.549,.15,.47,384378,232,-7.950,10.45,-132.24,17.75,-154.00,.268240,.005153
No,46.00,0.0193133,0.549,.15,.41,345936,1690,-7.649,6.45,-15.56,26.45,-139.80,.272532,.005059
No,52.00,0,0.569,.46,.63,1937,1327,-7.042,12.66,-72.67,28.05,-100.10,.168284,.022297
No,48.00,0.0150215,0.725,.10,.10,88195,496,-7.945,15.15,-4.53,45.20,-140.40,.328326,.012565
No,45.00,0,1.469,.32,.15,3177,842,-8.811,10.51,-161.86,31.08,-245.50,.189285,.002167
No,44.00,0.0439883,0.166,.23,.08,304501,556,-8.473,17.31,-206.61,7.59,-192.97,.190615,.000034
No,45.00,0.0128755,3.909,.32,.76,3,649,-8.404,2.48,0.00,80.38,-118.40,.197424,.001266
No,47.00,0,1.685,1.63,3.18,61,155,-6.374,4.96,-14.81,24.74,-25.50,.218487,.000090
No,60.00,0.0964286,8.87,.40,.91,4,1848,-9.438,NA,0.00,203.87,-325.60,.195238,.002356
No,56.00,0.0714286,5.832,.71,1.21,2,256,-9.031,NA,0.00,193.20,-357.30,.290476,.011794
No,59.00,0,8.796,1.27,1.65,1,2733,-9.426,NA,0.00,155.11,-349.10,.214285,.005043
No,59.00,0.097619,8.243,.19,.24,1,565,-9.152,NA,0.00,167.69,-376.80,.251190,.002407
No,58.00,0.120235,8.243,.22,.29,1,723,-8.759,NA,0.00,193.42,-291.50,.241935,.003056
No,55.00,0,4.035,.17,.27,250526,1096,-9.510,NA,0.00,133.79,-286.80,.223390,.006345
No,54.00,0,4.035,.15,.25,383210,1017,-9.967,3.91,0.00,149.56,-317.60,.225000,.005689
No,36.00,0.0261905,3.916,.07,.25,2260,277,-9.008,4.52,0.00,142.48,-179.80,.194047,.000509
No,48.00,0,4.51,.20,.30,1114,727,-8.580,7.12,0.00,140.56,-209.00,.197947,.000095
No,51.00,0.0117302,5.015,.14,.30,1237,369,-8.316,2.91,0.00,171.36,-261.90,.241935,.003068
No,55.00,0,5.59,.05,.25,1,104,-8.777,2.82,0.00,160.33,-272.80,.173020,.003283
No,53.00,0,4.506,.05,.23,163902,373,-8.642,NA,0.00,166.11,-252.80,.178885,.003191
No,57.00,0,4.334,.51,1.14,1,1676,-9.236,0.86,0.00,126.83,-230.30,.246334,.001727
No,48.00,0.0769231,1.016,.18,.36,370869,397,-6.588,7.55,-1.27,39.61,-69.50,.457013,.001364
No,41.00,0,0.565,.36,1.18,196,259,-5.740,5.26,-13.68,16.21,-21.50,.238938,.000021
No,45.00,0.0761905,1.299,.09,.15,446672,261,-9.320,14.73,-49.87,37.66,-354.40,.352380,.011952
No,50.00,0,8.48,.27,.22,176435,1744,-8.913,3.73,0.00,185.93,-233.50,.175953,.007733
No,59.00,0,3.532,.43,.60,1,1884,-7.092,2.81,0.00,114.02,-116.60,.190938,.000415
No,38.00,0,5.174,.62,.37,1,48,-5.213,2.32,0.00,107.10,-14.90,.244444,.000033
No,40.00,0,3.851,.66,.83,7,1347,-6.408,3.07,0.00,187.43,-68.60,.177993,.000066
No,42.00,0.0150215,4.619,.06,.54,289322,632,-7.445,3.63,0.00,165.00,-118.60,.148068,.005880
No,40.00,0.0226537,4.132,.10,.83,1,494,-7.762,5.11,0.00,157.43,-63.40,.135922,.009614
No,50.00,0.624595,1.818,.13,.83,126302,291,-7.238,7.48,-23.86,22.80,-30.00,.517799,.005378
No,37.00,0,1.004,.33,.83,3123,1268,-6.420,9.49,-20.67,37.53,-61.00,.194174,.000458
No,36.00,0.02589,0.994,.53,.83,3203,1268,-7.002,4.96,-30.58,38.68,-60.30,.216828,.000303
No,41.00,0,0.971,.20,.83,3866,1268,-7.127,7.87,-13.51,34.76,-64.00,.207119,.008949
No,43.00,0,2.975,.31,.32,356926,52,-8.243,13.15,0.00,135.49,-219.10,.204993,.009711
No,41.00,0,5.163,.09,.54,4,715,-5.480,1.76,0.00,265.57,-57.80,.190045,.000208
No,42.00,0.0827858,8.278,.02,.15,396473,994,-8.074,3.56,0.00,152.55,-189.10,.492772,.004606
No,41.00,0,5.425,.07,.15,5,310,-8.763,NA,0.00,193.68,-163.80,.211563,.000138
No,42.00,0.0578187,3.073,.47,.15,387602,1781,-8.192,10.05,-103.28,28.68,-193.30,.240473,.000393
No,43.00,0.12945,4.109,.13,.40,226034,679,-7.886,6.80,-17.36,43.60,-87.80,.255663,.017665
No,43.00,0.00919842,3.129,.13,.07,399573,176,-7.833,5.90,-0.91,37.22,-226.50,.254927,.002345
No,42.00,0.158371,1.586,.45,.22,162537,454,-7.230,5.10,-6.63,24.82,-52.30,.244343,.012736
No,42.00,0.0459921,3.287,.19,.15,354268,278,-8.312,5.97,-0.02,118.61,-182.10,.190538,.005477
No,39.00,0.0118265,3.729,.22,.11,2,530,-8.773,5.30,0.00,158.31,-170.90,.162943,.001731
No,35.00,0.0178571,3.729,.12,.07,1,520,-7.934,9.50,0.00,140.70,-189.20,.170238,.007283
No,39.00,0.118768,3.184,.14,.08,349157,216,-6.974,14.17,-6.13,29.94,-177.80,.217008,.006344
No,51.00,0.081448,0.956,.45,.22,378540,273,-6.126,6.05,0.00,42.31,-68.60,.552036,.005663
No,44.00,0,0.954,.45,.22,241450,295,-5.844,16.10,-43.14,31.54,-59.20,.158371,.000018
No,36.00,0,0.503,.68,.40,2,393,-6.565,6.85,-15.22,27.16,-22.50,.171945,.000015
No,30.00,0,0.334,.95,.40,2292,1099,-5.557,10.05,-52.68,19.96,-40.50,.194570,.000072
No,30.00,0.0959264,0.502,.53,.11,677,103,-8.096,16.76,-79.52,26.72,-92.70,.277266,.000894
No,48.00,0,0.542,.59,.95,63,509,-6.405,9.35,-67.14,22.53,-62.90,.239819,.000086
No,48.00,0,3.921,.90,.27,1,604,-6.840,3.80,0.00,137.80,-62.60,.235294,.003705
No,52.00,0,1.916,2.87,.87,1,554,-5.625,0.82,0.00,110.44,-26.70,.233333,.000074
No,50.00,0,2.587,2.75,1.00,1,554,-7.403,0.94,0.00,87.46,-24.40,.244444,.002701
No,24.00,0,3.513,1.87,.62,1,426,-3.743,3.52,0.00,93.92,-21.90,.211111,.000042
No,49.00,0,3.436,.86,.63,1,583,-8.404,7.34,0.00,167.25,-85.10,.190938,.000939
No,53.00,0,2.797,2.00,.25,1,802,-5.821,2.92,0.00,106.19,-29.70,.222222,.005752
No,36.00,0,3.429,.75,1.50,1,300,-5.014,2.88,0.00,134.05,-13.50,.222222,.011114
No,45.00,,2.224,.37,1.50,1,235,-5.411,3.08,0.00,96.93,-20.30,.322222,.002736
No,47.00,0,2.536,.37,1.50,1,189,-6.282,2.64,0.00,137.79,-24.00,.233333,.000033
No,44.00,0,2.27,.37,1.50,1,916,-6.703,5.55,0.00,121.75,-15.40,.233333,.000998
No,42.00,0.022339,3.968,.10,.15,73279,725,-8.165,8.57,-125.64,24.10,-202.30,.318002,.003862
No,33.00,0,3.317,.27,.13,186,629,-6.532,1.88,0.00,132.69,-34.10,.239819,.000081
No,50.00,0,1.789,2.00,1.12,1,392,-6.692,4.69,0.00,94.96,-8.40,.244444,.000734
No,37.00,0,2.506,.32,.63,1,1759,-8.604,2.76,0.00,133.48,-133.00,.261016,.000321
No,43.00,0.0169492,3.913,.12,.12,1,470,-7.902,1.77,0.00,140.04,-153.90,.201694,.003020
No,38.00,0.0135593,2.029,.18,.60,181,819,-8.802,6.13,-3.47,47.36,-84.10,.184745,.001285
No,37.00,0,3.6,2.51,1.32,10169,2642,-7.923,2.30,0.00,129.37,-133.30,.216949,.000882
No,32.00,0,0.586,1.32,1.29,7422,591,-7.562,7.34,-55.30,29.43,-106.20,.223728,.000170
No,33.00,0.0338983,0.523,.36,.15,54940,1206,-7.018,15.59,-39.74,30.72,-121.30,.225423,.001852
No,46.00,0,3.659,.05,.17,195092,278,-7.544,4.11,0.00,156.00,-181.00,.261016,.005328
No,35.00,0.152542,5.417,.55,.36,1,493,-7.534,3.32,0.00,181.60,-141.80,.540677,.002384
No,36.00,0,4.495,.48,.36,7048,1613,-7.221,7.76,-1.19,55.01,-153.40,.196610,.000980
No,48.00,0.0751445,0.34,.88,.35,385249,135,-6.111,11.80,-37.16,18.66,-55.60,.618497,.009280
No,42.00,0,0.34,.67,.10,1,1148,-8.318,17.55,-86.66,17.45,-81.20,.229551,.000064
No,32.00,0.021814,4.285,.28,.21,96,613,-7.648,3.85,0.00,88.62,-177.60,.238805,.000106
No,34.00,0.0762712,3.417,.94,.10,1,56,-7.504,1.59,0.00,94.25,-124.50,.284745,.004103
No,53.00,0.0408163,0.586,1.31,.31,329349,128,-7.649,10.75,-75.22,6.34,-61.70,.357142,.002631
No,28.00,0.323699,2.136,.82,.23,1,2367,-4.659,2.79,0.00,46.84,-22.70,.346820,.027377
No,45.00,0,0.571,.05,.23,13146,916,-5.712,17.06,-102.72,4.17,-46.40,.231213,.000035
No,51.00,0,0.571,.18,.16,6813,424,-7.659,17.12,-120.81,7.64,-112.30,.335092,.012709
No,32.00,0,3.127,1.35,.17,1,1249,-6.193,4.38,0.00,123.61,-29.50,.173410,.000052
No,46.00,0,3.368,.58,.17,1,715,-6.544,4.78,0.00,82.47,-39.80,.335260,.000143
No,30.00,0,0.533,2.58,1.82,3729,548,-5.890,5.57,-25.08,16.33,-34.00,.179190,.000107
No,54.00,0.132948,0.803,.23,1.47,322847,580,-6.367,10.37,-3.07,10.95,-51.90,.254335,.004051
No,40.00,0.00803674,7.848,.74,.63,1,1111,-8.070,NA,0.00,133.12,-227.80,.200918,.003202
No,34.00,0.213873,3.523,.35,.58,10,860,-6.787,6.12,-1.10,38.62,-38.20,.225433,.000370
No,25.00,0,3.511,.18,.54,1,837,-4.571,1.62,0.00,127.37,-13.30,.135135,.000023
No,40.00,0.153034,6.912,.05,.16,1,479,-7.411,1.47,0.00,214.45,-91.40,.751978,.006972
No,45.00,0,4.039,.05,.16,2560,663,-8.128,1.77,0.00,81.02,-114.30,.192612,.002979
No,52.00,0.0448549,2.112,.21,.16,354905,772,-6.524,10.11,-112.69,5.03,-128.40,.287598,.000308
No,34.00,0.147757,2.234,.08,.16,844,242,-7.308,3.69,0.00,50.01,-83.60,.155672,.000954
No,35.00,0.0158311,3.603,.64,.16,1,921,-6.859,4.30,0.00,140.49,-84.80,.192612,.000123
No,34.00,0.0211082,1.204,.67,.16,5481,373,-7.022,7.66,-221.90,6.69,-80.90,.258575,.017722
No,44.00,0,7.797,.17,.05,1,1468,-8.936,NA,0.00,168.62,-234.70,.220436,.002245
No,44.00,0,7.797,.13,.05,1,1468,-8.652,NA,0.00,170.80,-238.30,.219288,.002255
No,43.00,0,7.797,.21,.05,1,899,-8.142,NA,0.00,175.75,-239.50,.219288,.002020
No,47.00,0,3.418,.29,.11,1,1597,-7.224,3.18,0.00,124.89,-44.40,.236994,.007308
No,46.00,0,2.198,.26,1.78,1,467,-6.097,2.50,0.00,113.44,-54.60,.188775,.000032
No,43.00,0.0183697,3.997,.04,.27,2,912,-8.716,2.32,0.00,93.16,-213.70,.214695,.003273
No,46.00,0.0608496,4.257,.34,.27,394695,1711,-8.621,10.85,-102.11,38.69,-260.20,.257175,.013041
No,36.00,0,4.926,.30,.29,41469,788,-8.177,3.50,0.00,87.01,-185.10,.207228,.010584
No,34.00,0.0792193,3.817,.13,.27,59505,1190,-7.973,2.20,0.00,98.99,-148.00,.272101,.011377
No,39.00,0,4.627,.48,.59,376649,1753,-6.993,5.12,0.00,57.52,-100.20,.203166,.000259
No,44.00,0,2.059,.31,.21,143,425,-6.546,6.27,0.00,62.78,-39.60,.158163,.030251
No,43.00,0,2.648,.47,.21,36,388,-6.796,11.52,-39.56,16.97,-39.00,.244897,.019933
No,36.00,0,2.364,.36,.21,121,277,-5.981,0.81,0.00,124.69,-37.70,.127551,.000065
No,35.00,0,3.488,.10,.05,1,517,-8.120,4.46,0.00,146.91,-22.50,.239795,.000013
No,43.00,0.0183697,4.616,.28,.02,1,258,-8.781,4.60,0.00,159.60,-227.30,.220436,.009103
No,43.00,0,7.01,.10,.05,1,2447,-6.108,5.25,0.00,193.70,-56.70,.168367,.000036
No,46.00,0,2.119,.47,.05,24923,424,-7.563,7.33,-39.30,24.42,-42.00,.285714,.000295
No,48.00,0,2.387,1.10,.10,2,633,-4.507,7.02,0.00,153.31,-33.10,.198113,.009606
No,34.00,0,3.487,.26,.15,1284,869,-6.419,11.16,-1.71,51.96,-36.20,.198979,.000297
No,45.00,0,8.899,.18,.09,1,1059,-5.373,2.14,-1.66,67.64,-31.10,.333333,.016951
No,53.00,0,8.903,3.82,.11,1,5578,-7.568,6.07,-0.62,164.16,-54.00,.173410,.000133
No,46.00,0.013253,8.903,.39,.04,380286,6056,-8.159,NA,0.00,265.59,-259.80,.208433,.002429
No,44.00,0,5.315,.20,.01,16,1156,-8.252,1.43,0.00,162.54,-254.40,.178313,.010484
No,45.00,0,1.643,1.09,.09,4,93,-4.490,NA,0.00,92.29,-27.50,.189189,.000032
No,51.00,0.0722892,6.07,.07,.06,1,490,-8.037,3.84,0.00,141.10,-300.40,.220481,.005070
No,48.00,0.0722892,6.07,.15,.02,154172,1158,-8.607,8.62,-0.33,90.48,-277.80,.230120,.009793
No,52.00,0,3.237,.18,.09,1,1003,-7.150,2.41,0.00,100.59,-21.00,.180180,.000063
No,44.00,0.00688863,3.923,.04,.02,17,296,-8.763,NA,0.00,144.14,-261.10,.189437,.011368
No,49.00,0,3.19,1.45,.09,1,1636,-5.921,10.65,-44.55,34.22,-25.70,.162162,.000023
No,35.00,0.0870712,3.587,.13,.02,10,349,-6.088,10.50,0.00,142.01,-89.40,.213720,.023570
No,34.00,0,0.166,.45,.27,21830,2851,-5.691,11.95,-72.12,4.08,-14.40,.378378,.017952
No,38.00,0,0.919,.35,.04,52581,2132,-7.641,20.54,-21.48,21.47,-209.70,.253012,.001339
No,40.00,0.0759036,0.166,.13,.03,95451,3020,-8.702,12.82,-222.22,5.56,-203.50,.306024,.005624
No,9.00,0.981982,0.107,.27,.27,35,949,-1.402,9.59,-41.01,NA,-19.00,1.747747,.001644
No,36.00,0,0.134,.27,.63,158,1349,-4.964,8.66,-31.24,4.25,-21.50,.306306,.000069
No,45.00,0.00722892,3.858,.14,.03,513,789,-7.594,2.76,0.00,73.39,-263.90,.209638,.004462
No,37.00,0,2.133,.36,.36,3439,973,-6.001,6.55,-9.57,22.08,-21.40,.225225,.000019
No,46.00,0,1.713,1.40,.80,1,675,-8.115,7.40,-9.74,33.50,-13.20,.207547,.001660
No,43.00,0,2.801,.73,.42,1,585,-7.395,7.63,-15.20,35.16,-23.80,.142857,.001558
No,50.00,0,3.786,.59,.09,2,647,-8.722,NA,0.00,155.23,-261.60,.218072,.016914
No,47.00,0,0.586,.60,.70,161556,368,-6.543,13.12,-10.13,33.25,-25.10,.283018,.000113
No,33.00,0,0.586,1.50,.70,1,394,-5.930,7.88,-10.20,25.69,-12.30,.471698,.000120
No,35.00,0,2.721,.60,.80,5063,132,-5.959,3.79,0.00,72.95,-11.20,.226415,.000129
No,48.00,0,0.545,1.10,1.20,302674,218,-4.326,3.71,-10.05,14.27,-30.90,.198113,.000017
No,27.00,0.103774,0.134,1.00,1.20,133,119,-4.722,6.14,-107.32,4.24,-20.20,.320754,.002290
No,50.00,0,0.509,1.00,1.20,346819,218,-7.284,7.05,-35.80,18.85,-25.60,.207547,.014546
No,42.00,0.216981,1.094,.40,1.50,187346,1299,-3.597,7.02,-27.68,18.88,-30.80,1.122641,.006883
No,38.00,0,2.916,1.18,2.54,1,391,-6.871,1.45,0.00,164.12,-15.20,.207207,.000017
No,46.00,0.0746988,3.216,.15,.14,455410,269,-7.583,11.65,-34.90,33.59,-418.00,.233734,.006521
No,38.00,0,1.019,.53,.93,277,811,-6.886,4.96,-6.67,41.77,-23.60,.198675,.025819
No,40.00,0,1.973,.66,.66,892,99,-4.956,4.57,-0.41,44.17,-29.40,.181818,.000090
No,44.00,0,4.154,.62,.75,1,1602,-4.374,4.74,0.00,86.95,-20.30,.172839,.000043
No,41.00,0,4.335,.70,.60,1,1173,-4.899,1.96,0.00,132.00,-24.80,.235849,.000037
No,48.00,0.0169492,4.308,.32,.29,392297,4250,-9.213,8.54,-0.01,50.40,-275.20,.265536,.006286
No,37.00,0,2.658,.17,.11,1,804,-8.821,1.87,0.00,65.46,-39.60,.155555,.001423
No,54.00,0,4.958,1.35,2.35,1,864,-6.946,3.36,0.00,156.97,-41.30,.175675,.001764
No,55.00,0,2.869,1.26,1.80,1,647,-5.605,0.80,0.00,111.69,-59.20,.231788,.000018
No,36.00,0,3.017,.66,.75,1,348,-6.149,2.57,0.00,150.89,-16.40,.198347,.001178
No,37.00,0,6.797,.80,.53,1,318,-6.148,3.68,0.00,131.14,-29.00,.324503,.004032
No,49.00,0,3.454,.80,.53,1,155,-6.662,1.49,0.00,110.10,-38.50,.185430,.000013
No,51.00,0,2.692,.46,.53,1,349,-7.033,3.57,0.00,88.49,-36.10,.225165,.001130
No,45.00,0,8.899,.40,1.33,1,877,-5.795,9.40,0.00,147.34,-33.60,.205298,.000105
No,40.00,0,3.868,.40,1.33,1,877,-7.279,3.11,0.00,118.04,-21.60,.384105,.000047
No,37.00,0,3.68,.40,1.33,1,926,-7.144,3.00,0.00,122.87,-25.30,.192052,.000222
No,42.00,0,3.905,.50,1.66,114,186,-5.181,2.80,0.00,72.15,-32.10,.198347,.001368
No,54.00,0,0.34,.50,1.66,320805,775,-6.493,24.13,-67.89,18.15,-37.70,.289256,.017022
No,27.00,0,4.165,.50,1.66,1,263,-5.097,3.20,0.00,91.08,-19.30,.214876,.010426
No,60.00,0,2.494,.75,2.50,1,980,-9.191,1.74,0.00,71.54,-11.10,.419753,.015432
No,29.00,0.0661157,2.324,.66,0,1,1233,-5.626,1.97,0.00,124.90,-16.70,.214876,.000866
No,30.00,0,2.752,1.41,.08,1,248,-6.208,3.07,0.00,112.99,-10.00,.206611,.000011
No,42.00,0.079096,8.591,.39,.11,46147,639,-7.810,NA,0.00,256.88,-266.90,.456497,.003987
No,21.00,,2.775,1.33,.08,1,953,-4.724,NA,0.00,59.84,-19.00,.165289,.007333
No,23.00,0,4.985,.11,.05,1,427,-5.211,1.13,0.00,141.40,-29.70,.188888,.012119
No,40.00,0,3.169,.20,.86,1,116,-6.848,2.42,0.00,133.51,-32.40,.205298,.001994
No,37.00,0,0.166,.37,.25,13833,6130,-6.119,11.47,-82.49,2.88,-5.20,.172839,.000033
No,34.00,0.0740741,0.166,.25,.25,10997,2553,-6.133,11.47,-82.49,2.88,-8.60,.222222,.000011
No,29.00,0,0.166,.25,.25,10545,2553,-5.137,7.20,-128.46,6.87,-4.50,.296296,.013245
No,55.00,0,0.572,.37,.12,201740,667,-4.913,10.02,-20.23,18.51,-26.90,.308641,.000542
No,33.00,0,1.534,2.00,.12,4105,984,-5.487,12.98,-1.74,26.15,-8.20,.271604,.043272
No,32.00,0,2.406,.08,.41,1,1168,-5.773,4.51,0.00,104.53,-17.20,.289256,.000075
No,48.00,0,2.752,.25,.12,1,1107,-7.234,2.72,0.00,71.13,-13.54,.234567,.002400
No,45.00,0,8.894,.57,2.47,1,5129,-7.850,NA,0.00,202.08,-251.60,.180790,.000336
No,44.00,0,8.894,.68,2.30,1,5129,-8.192,NA,0.00,218.06,-241.50,.161581,.000366
No,43.00,0,8.894,.67,2.12,1,5129,-8.380,6.55,0.00,233.51,-238.10,.167231,.000429
No,36.00,0.0531073,4.435,.27,.06,1,2055,-7.046,NA,0.00,184.92,-236.70,.194350,.000794
No,36.00,0.0079096,4.435,.27,.06,1,2598,-6.966,NA,0.00,179.74,-237.80,.198870,.000776
No,37.00,0.0146893,4.099,.39,.09,2,2598,-7.224,NA,0.00,177.64,-214.50,.206779,.000537
No,34.00,0,3.64,.29,2.05,1,37,-7.116,4.06,0.00,127.01,-29.10,.144444,.000016
No,43.00,0,4.077,.17,.35,1,386,-7.029,6.64,0.00,130.21,-44.80,.188888,.001102
No,72.00,0,2.306,.58,.47,1,2148,-7.738,0.88,0.00,93.43,-86.30,.350000,.003142
No,55.00,0,2.269,.23,.23,1,1360,-6.400,2.00,0.00,65.56,-63.00,.183333,.024936
No,46.00,0.05,3.68,.23,.35,1,1234,-6.247,1.50,0.00,109.86,-45.00,.394444,.017821
No,46.00,0,3.373,1.35,.70,1,7903,-5.654,0.94,0.00,132.08,-56.30,.233333,.000085
No,38.00,0,0.615,.14,1.00,1,140,-6.110,8.13,-18.74,15.27,-28.10,.195945,.000417
No,45.00,0.271605,0.454,.25,1.75,71,176,-5.755,NA,-288.50,NA,-17.30,.333333,.000163
No,45.00,0.143503,2.507,.10,.15,394269,456,-8.237,15.69,-3.99,81.12,-260.40,.197740,.001855
No,38.00,0.366667,1.001,.29,.82,87581,751,-6.807,8.18,-7.14,32.31,-32.65,1.322222,.003685
No,46.00,0.432432,2.2,2.35,1.50,24,1907,-5.552,3.31,-2.25,34.31,-41.60,.472972,.000380
No,31.00,0,3.506,2.35,1.14,1,772,-6.054,3.23,0.00,128.14,-18.20,.189189,.002280
No,46.00,0.162162,0.586,2.85,.78,202096,5395,-6.323,5.80,-42.91,33.04,-38.60,.952702,.004960
No,41.00,0.331081,0.585,2.35,1.21,156668,116,-6.442,7.88,-31.99,16.91,-42.10,1.067567,.021737
No,22.00,0.756757,1.442,2.35,1.21,14,4869,-4.012,3.38,-8.57,7.70,-49.40,.932432,.025373
No,56.00,0,6.448,2.35,.71,1,715,-6.942,3.72,0.00,122.63,-46.30,.195945,.000115
No,35.00,0,0.34,.41,.25,145,870,-5.381,10.12,-54.65,20.29,-16.00,.140495,.001609
No,47.00,0,0.34,.20,.20,911,176,-6.982,11.18,-66.93,14.99,-31.50,.231788,.013532
No,29.00,0.0945946,1.602,.64,.21,16499,575,-5.364,5.84,-7.52,36.63,-14.30,.398648,.002667
No,39.00,0,3.144,.59,.03,1,9723,-7.756,NA,0.00,213.91,-213.30,.215819,.000138
No,32.00,0,2.569,1.62,.37,1,2127,-4.833,3.66,0.00,99.94,-9.20,.259259,.000027
No,36.00,0.0722222,4.159,.47,.05,3605,599,-6.593,7.93,-22.10,26.62,-35.60,.227777,.000029
No,35.00,0.00817439,0.134,1.23,.20,3008,1971,-7.802,20.36,-202.57,5.00,-163.40,.450953,.021625
No,35.00,0.0367847,0.134,.54,.20,46373,1519,-7.575,16.73,-291.83,6.69,-175.00,.227520,.003879
No,34.00,0.0354223,0.134,.58,.20,49871,1519,-7.474,16.73,-291.83,6.69,-173.10,.256130,.002189
No,59.00,0,4.871,.20,.20,1,389,-8.405,0.80,0.00,164.39,-309.90,.346049,.005775
No,66.00,0.0149864,6.598,.49,.20,863,2053,-9.385,4.68,0.00,137.91,-330.20,.306539,.008430
No,44.00,0,4.356,.90,.54,2,1724,-8.261,2.32,0.00,140.56,-206.50,.242506,.004228
No,54.00,0,3.962,.20,.34,1,2894,-8.520,4.38,0.00,150.26,-251.20,.298365,.003896
No,45.00,0,6.489,.30,.50,2,980,-6.250,3.48,0.00,126.41,-23.30,.273584,.015519
No,33.00,0,0.586,1.00,1.20,10076,1135,-4.538,8.50,-26.81,19.54,-22.90,.169811,.000160
No,40.00,0,0.586,.80,1.80,50470,1135,-5.945,8.50,-26.81,19.54,-17.20,.245283,.001195
No,55.00,0,0.586,.70,1.80,11502,820,-7.155,15.50,-36.12,29.00,-25.00,.320754,.000145
No,50.00,0,0.903,1.20,1.10,179144,324,-5.408,7.62,-14.35,28.55,-31.80,.377358,.000187
No,50.00,0.0660377,1.616,1.00,1.20,106632,436,-6.043,4.96,0.00,33.05,-34.80,.339622,.001534
No,46.00,0,2.908,1.20,1.10,5,742,-5.898,3.08,0.00,91.76,-23.50,.216981,.000260
No,37.00,0,2.271,.29,.41,16,572,-6.922,3.20,0.00,80.62,-32.60,.163841,.000028
No,40.00,0,0.315,.80,.20,73,801,-4.836,2.79,-22.95,11.78,-21.90,.226415,.001218
No,44.00,0.0167197,5.026,.41,.04,2,1100,-9.192,NA,0.00,116.01,-381.20,.171974,.009827
No,46.00,0.0149864,3.274,.45,.01,174316,503,-8.946,6.97,0.00,66.06,-218.20,.253405,.003189
No,40.00,0.0761905,4.945,.19,.06,1,579,-6.907,3.64,0.00,170.19,-69.50,.231746,.000080
No,45.00,0.00411523,8.603,2.20,9.15,1,104,-9.553,NA,0.00,151.16,-426.70,.193415,.007779
No,58.00,0.0916031,1.756,.46,1.38,38248,3953,-6.924,12.65,-14.70,28.23,-48.60,.351145,.000376
No,55.00,0,0.545,2.58,1.94,726,1114,-6.408,7.02,-74.29,20.44,-67.50,.141242,.001544
No,43.00,0,1.068,12.40,3.00,1,201,-6.501,6.98,-0.92,29.16,-21.40,.245283,.000044
No,38.00,0.0636943,3.965,.19,.29,385398,1056,-8.551,5.74,0.00,91.81,-309.20,.200636,.003701
No,42.00,0,2.394,.52,2.11,3845,893,-6.506,2.69,0.00,36.92,-36.50,.186440,.008362
No,43.00,0.0451977,2.262,.47,2.11,598,1365,-6.817,6.23,0.00,149.08,-28.00,.293785,.001459
No,32.00,0,2.568,.41,2.11,1,469,-5.845,10.59,0.00,110.95,-36.10,.124293,.000019
No,40.00,0.0508475,2.682,.35,1.70,258,1235,-6.377,2.56,0.00,60.39,-39.40,.259887,.016140
No,40.00,0,0.993,.29,1.70,6,276,-5.676,9.36,-12.12,32.95,-53.30,.220338,.056724
No,36.00,0,0.134,.52,1.70,26625,730,-7.042,12.40,-290.98,4.33,-24.50,.203389,.001160
No,48.00,0.0533439,3.093,.05,.23,398422,379,-8.562,9.08,-21.87,30.95,-418.60,.375000,.001194
No,49.00,0.0533439,3.093,.05,.23,398470,379,-8.422,8.90,-25.29,31.88,-440.00,.377388,.001249
