chrom	start	end	region_id	callable_bp	n_variants	mean_DAF	median_DAF	fraction_rare	variants_per_Mb_callable	rna_type	pol_class
chr17	8226990	8227064	RNA457	74	87	4.4776732978073656e-05	1.4697699953103438e-05	1.0	1175675.6756756755	tRNA	Pol III
chr17	16440035	16440106	RNA458	71	18	1.3885466715793074e-05	1.469744984206045e-05	1.0	253521.12676056335	snoRNA	Pol II
chr17	16441225	16441298	RNA459	73	20	0.0354495350782599	1.470025017624721e-05	0.9	273972.602739726	snoRNA	Pol II
chr17	19603273	19603345	RNA460	72	20	0.0004997322181679	0.0	1.0	277777.7777777778	tRNA	Pol III
chr17	19860861	19860932	RNA461	71	24	3.797928290320288e-05	0.0	1.0	338028.1690140845	tRNA	Pol III
chr17	27293909	27293996	RNA462	87	51	5.244869311461056e-05	1.4698100130772218e-05	1.0	586206.896551724	pre_miRNA	Pol II
chr17	28360653	28360734	RNA463	81	13	1.8097646296575054e-05	1.47024002217222e-05	1.0	160493.82716049382	pre_miRNA	Pol II
chr17	28722581	28722653	RNA464	72	21	3.5698958223896534e-05	1.4696799553348685e-05	1.0	291666.6666666667	snoRNA	Pol II
chr17	28723680	28723754	RNA465	74	21	3.1500296071971444e-05	1.4697699953103438e-05	1.0	283783.7837837838	snoRNA	Pol II
chr17	28861532	28861618	RNA466	86	16	2.205127520937427e-05	0.0	1.0	186046.51162790696	pre_miRNA	Pol II
chr17	31094349	31094425	RNA467	76	14	0.0019185114014622	7.53445010559517e-06	1.0	184210.52631578947	pre_miRNA	Pol II
chr17	31550073	31550145	RNA468	72	27	1.0889822247177276e-05	1.4698100130772218e-05	1.0	375000.0	tRNA	Pol III
chr17	35573656	35573753	RNA469	97	19	0.0001067548708689	0.0	1.0	195876.28865979385	snoRNA	Pol II
chr17	37614930	37615039	RNA470	109	22	4.409224530634969e-05	1.469724975322606e-05	1.0	201834.86238532112	pre_miRNA	Pol II
chr17	38833721	38833793	RNA471	72	27	0.0002869270543602	0.0	1.0	375000.0	tRNA	Pol III
chr17	38851523	38851658	RNA472	135	26	2.1483041949137795e-05	0.0	1.0	192592.59259259255	snoRNA	Pol II
chr17	38852862	38852995	RNA473	133	32	4.088049647065824e-05	1.4699799976369832e-05	1.0	240601.50375939847	snoRNA	Pol II
chr17	38861683	38861755	RNA474	72	48	0.0118248866136809	0.0	0.9583333333333334	666666.6666666666	tRNA	Pol III
chr17	38869291	38869363	RNA475	72	67	3.072028076571216e-05	1.47024002217222e-05	1.0	930555.5555555556	tRNA	Pol III
chr17	40027541	40027645	RNA476	104	22	2.739752331266715e-05	1.4698549875902245e-05	1.0	211538.46153846156	snoRNA	Pol II
chr17	40117299	40117373	RNA477	74	3	1.472623383354706e-05	0.0	1.0	40540.54054054054	tRNA	Pol III
chr17	48156426	48156511	RNA478	85	20	1.3229459955255152e-05	1.4698099676024867e-05	1.0	235294.11764705885	pre_miRNA	Pol II
chr17	49192527	49192599	RNA479	72	45	1.6730235499075787e-05	1.4698100130772218e-05	1.0	625000.0	tRNA	Pol III
chr17	50768649	50768730	RNA480	81	14	1.3648778739088112e-05	0.0	1.0	172839.5061728395	pre_miRNA	Pol II
chr17	56891269	56891355	RNA481	86	8	0.0002224006061624	1.470219967814046e-05	1.0	93023.25581395348	pre_miRNA	Pol II
chr17	60231515	60231645	RNA482	130	28	2.887169625864396e-05	0.0	1.0	215384.6153846154	scaRNA	Pol II
chr17	60786231	60786302	RNA483	71	12	0.0001703097641438	7.35079993319232e-06	1.0	169014.08450704225	tRNA	Pol III
chr17	64146077	64146157	RNA484	80	22	2.0042886593395995e-05	1.4698300219606608e-05	1.0	275000.0	snoRNA	Pol II
chr17	64146338	64146471	RNA485	133	36	0.0002543583480019	0.0	1.0	270676.6917293233	snoRNA	Pol II
chr17	64530799	64530873	RNA486	74	11	9.353527110017074e-06	0.0	1.0	148648.64864864867	tRNA	Pol III
chr17	67740669	67740801	RNA487	132	24	0.0050353982348951	1.4697900041937828e-05	0.9583333333333334	181818.18181818185	snoRNA	Pol II
chr17	68019896	68019969	RNA488	73	50	1.1760820070774594e-05	7.348599865508732e-06	1.0	684931.506849315	tRNA	Pol III
chr17	69099541	69099656	RNA489	115	19	3.4042405691006915e-05	1.4696400285174605e-05	1.0	165217.3913043478	pre_miRNA	Pol II
chr17	75033905	75033978	RNA490	73	51	1.1815439196938064e-05	1.469590006308863e-05	1.0	698630.1369863014	tRNA	Pol III
chr17	75034430	75034503	RNA491	73	62	2.1341472274210216e-05	7.348399776674342e-06	1.0	849315.0684931506	tRNA	Pol III
chr17	75035112	75035185	RNA492	73	80	2.370886396647488e-05	1.470220013288781e-05	1.0	1095890.410958904	tRNA	Pol III
chr17	75406068	75406162	RNA493	94	22	0.0454645769135078	0.0	0.9545454545454546	234042.55319148937	pre_miRNA	Pol II
chr17	76561107	76561193	RNA494	86	0				0.0	snoRNA	Pol II
chr17	76561632	76561706	RNA495	74	0				0.0	snoRNA	Pol II
chr17	76736449	76736548	RNA496	99	54	0.0185220717710224	7.351649855991127e-06	0.9814814814814816	545454.5454545454	pre_miRNA	Pol II
chr17	81125275	81125373	RNA497	98	17	1.729852363710319e-05	0.0	1.0	173469.38775510204	pre_miRNA	Pol II
chr17	81133195	81133308	RNA498	113	22	8.017736366706561e-06	0.0	1.0	194690.2654867257	pre_miRNA	Pol II
chr17	82668232	82668307	RNA499	75	20	2.352122533011246e-05	1.4703050055686616e-05	1.0	266666.6666666667	pre_miRNA	Pol II
chr18	13611113	13611200	RNA500	87	19	2.70772316549764e-05	1.470200004405342e-05	1.0	218390.80459770115	pre_miRNA	Pol II
chr18	46089304	46089377	RNA501	73	22	2.141304073368053e-05	0.0	1.0	301369.8630136986	tRNA	Pol III
chr18	49489234	49489324	RNA502	89	15	9.80397999228444e-06	0.0	1.0	168539.32584269662	snoRNA	Pol II
chr18	53237100	53237190	RNA503	90	23	1.8550839582609297e-05	0.0	1.0	255555.55555555556	pre_miRNA	Pol II
chr18	54222283	54222412	RNA504	129	15	0.000108769082908	1.4698100130772218e-05	1.0	116279.06976744186	snoRNA	Pol II
chr18	58600619	58600752	RNA505	133	15	0.0002322235629738	1.4696400285174605e-05	1.0	112781.95488721805	snoRNA	Pol II
chr19	2250638	2250718	RNA506	80	37	7.15160535332256e-06	0.0	1.0	462500.0	pre_miRNA	Pol II
chr19	4724069	4724141	RNA507	72	33	2.4510118099427126e-05	1.4703299711982254e-05	1.0	458333.3333333333	tRNA	Pol III
chr19	4724634	4724707	RNA508	73	105	0.0097403904216965	1.4698500308440998e-05	0.9904761904761904	1438356.1643835616	tRNA	Pol III
chr19	4770669	4770779	RNA509	110	13	2.9402631298579195e-05	1.4697699953103438e-05	1.0	118181.81818181818	pre_miRNA	Pol II
chr19	8389289	8389380	RNA510	91	16	0.0184057896258309	0.0	0.9375	175824.17582417585	pre_miRNA	Pol II
chr19	10107650	10107735	RNA511	85	26	0.0158056478878209	1.4707199625263456e-05	0.9230769230769232	305882.3529411765	snoRNA	Pol II
chr19	10109748	10109840	RNA512	92	22	1.603394089628917e-05	0.0	1.0	239130.4347826087	snoRNA	Pol II
chr19	10552121	10552204	RNA513	83	19	0.0526416413633916	0.0	0.9473684210526316	228915.6626506024	pre_miRNA	Pol II
chr19	12703596	12703671	RNA514	75	14	0.0003906059815302	1.4696599919261644e-05	1.0	186666.6666666667	snoRNA	Pol II
chr19	14073360	14073479	RNA515	119	33	5.142532405222405e-05	1.4720199942530598e-05	1.0	277310.9243697479	pre_miRNA	Pol II
chr19	14529542	14529640	RNA516	98	50	0.0200138155001877	1.4695250229124213e-05	0.98	510204.0816326531	pre_miRNA	Pol II
chr19	14622212	14622351	RNA517	139	0				0.0	snoRNA	Pol II
chr19	17092234	17092365	RNA518	131	29	2.28049963472331e-05	0.0	1.0	221374.04580152672	snoRNA	Pol II
chr19	17862587	17862720	RNA519	133	31	2.0389825676239983e-05	0.0	1.0	233082.70676691728	snoRNA	Pol II
chr19	32608336	32608469	RNA520	133	30	0.0699913553338471	1.4717350040882591e-05	0.9	225563.9097744361	snoRNA	Pol II
chr19	35575847	35575920	RNA521	73	19	0.0003133229832344	1.4696799553348685e-05	1.0	260273.9726027397	tRNA	Pol III
chr19	39468221	39468293	RNA522	72	13	1.922256167464768e-05	0.0	1.0	180555.5555555556	snoRNA	Pol II
chr19	45674927	45675024	RNA523	97	15	7.858986767435757e-06	0.0	1.0	154639.17525773196	pre_miRNA	Pol II
chr19	46018931	46019049	RNA524	118	31	2.292117140665809e-05	1.470460028940579e-05	1.0	262711.8644067797	pre_miRNA	Pol II
chr19	46830584	46830704	RNA525	120	0				0.0	snaR_RNA	Pol III
chr19	47226943	47227019	RNA526	76	18	1.3899816521087712e-05	1.4701349755341653e-05	1.0	236842.1052631579	pre_miRNA	Pol II
chr19	47755852	47755962	RNA527	110	31	0.0007985655126005	0.0	1.0	281818.1818181818	snoRNA	Pol II
chr19	47907677	47907799	RNA528	0	0					snaR_RNA	Pol III
chr19	47913050	47913170	RNA529	0	0					snaR_RNA	Pol III
chr19	47918428	47918550	RNA530	0	0					snaR_RNA	Pol III
chr19	47923778	47923899	RNA531	0	0					snaR_RNA	Pol III
chr19	47939540	47939660	RNA532	120	0				0.0	snaR_RNA	Pol III
chr19	47950295	47950414	RNA533	119	0				0.0	snaR_RNA	Pol III
chr19	49031668	49031787	RNA534	119	0				0.0	snaR_RNA	Pol III
chr19	49037019	49037147	RNA535	128	0				0.0	snaR_RNA	Pol III
chr19	49489965	49490047	RNA536	82	32	9.186328128407696e-06	7.348200142587302e-06	1.0	390243.9024390244	snoRNA	Pol II
chr19	49490616	49490699	RNA537	83	24	3.6138674507425233e-05	1.4699599887535442e-05	1.0	289156.6265060241	snoRNA	Pol II
chr19	49491174	49491260	RNA538	86	25	0.0385791969434285	1.4698999621032272e-05	0.92	290697.67441860464	snoRNA	Pol II
chr19	49497718	49497806	RNA539	88	24	2.266619568065673e-05	0.0	1.0	272727.2727272727	snoRNA	Pol II
chr19	50133744	50133864	RNA540	120	0				0.0	snaR_RNA	Pol III
chr19	50140201	50140320	RNA541	119	0				0.0	snaR_RNA	Pol III
chr19	50604962	50605085	RNA542	123	8	0.1250047089874897	0.0	0.875	65040.65040650407	snaR_RNA	Pol III
chr19	50799028	50799125	RNA543	97	27	2.1487796301597235e-05	1.4706700312672185e-05	1.0	278350.5154639175	snoRNA	Pol II
chr19	50799438	50799535	RNA544	97	31	0.0029528037343439	1.471189989388222e-05	0.967741935483871	319587.6288659794	snoRNA	Pol II
chr19	50802324	50802421	RNA545	97	28	1.1552214248565307e-05	7.349499810516136e-06	1.0	288659.793814433	snoRNA	Pol II
chr19	51692785	51692864	RNA546	79	8	1.654752497870504e-05	0.0	1.0	101265.82278481012	pre_miRNA	Pol II
chr19	51693253	51693339	RNA547	86	8	0.1250055140999393	7.352699867624324e-06	0.875	93023.25581395348	pre_miRNA	Pol II
chr19	51922139	51922213	RNA548	74	22	0.0001863742864274	1.4696150174131615e-05	1.0	297297.29729729734	tRNA	Pol III
chr19	53666678	53666762	RNA549	70	8	2.196036280109876e-05	1.570230051584076e-05	1.0	114285.71428571428	pre_miRNA	Pol II
chr19	53669156	53669254	RNA550	98	0				0.0	pre_miRNA	Pol II
chr19	53686468	53686555	RNA551	87	0				0.0	pre_miRNA	Pol II
chr19	53695212	53695293	RNA552	81	15	1.1759259966008054e-05	0.0	1.0	185185.1851851852	pre_miRNA	Pol II
chr19	53697532	53697617	RNA553	85	21	1.2598947597282295e-05	0.0	1.0	247058.82352941175	pre_miRNA	Pol II
chr19	53700014	53700101	RNA554	87	24	2.3887325028220965e-05	0.0	1.0	275862.0689655172	pre_miRNA	Pol II
chr19	53713346	53713434	RNA555	88	19	1.779301079582417e-05	0.0	1.0	215909.0909090909	pre_miRNA	Pol II
chr19	53741312	53741407	RNA556	95	21	1.0499595234813611e-05	1.4697699953103438e-05	1.0	221052.63157894736	pre_miRNA	Pol II
chr19	53754017	53754102	RNA557	85	19	6.963700080201593e-06	0.0	1.0	223529.4117647059	pre_miRNA	Pol II
chr2	10446713	10446849	RNA558	136	37	7.151653232072556e-05	1.4698500308440998e-05	1.0	272058.82352941175	snoRNA	Pol II
chr2	19348428	19348505	RNA559	77	19	2.0128863022699065e-05	1.4712400115968194e-05	1.0	246753.2467532468	pre_miRNA	Pol II
chr2	27996366	27996449	RNA560	83	16	2.0210643924656324e-05	1.4699199709866662e-05	1.0	192771.0843373494	pre_miRNA	Pol II
chr2	28913661	28913750	RNA561	89	15	1.1758566749146364e-05	0.0	1.0	168539.32584269662	snoRNA	Pol II
chr2	28927982	28928060	RNA562	78	25	9.46537236450174e-05	0.0	1.0	320512.82051282056	snoRNA	Pol II
chr2	30054701	30054774	RNA563	73	20	3.0143380081423118e-05	0.0	1.0	273972.602739726	tRNA	Pol III
chr2	30187433	30187566	RNA564	133	27	1.0921966787901948e-05	0.0	1.0	203007.5187969925	snoRNA	Pol II
chr2	32532152	32532246	RNA565	87	16	7.413593721139477e-06	0.0	1.0	183908.0459770115	pre_miRNA	Pol II
chr2	35471404	35471486	RNA566	82	26	0.0042808025370434	1.4698999621032272e-05	0.9615384615384616	317073.1707317073	pre_miRNA	Pol II
chr2	47377674	47377770	RNA567	96	30	0.0312199009961659	0.0	0.9666666666666668	312500.0	pre_miRNA	Pol II
chr2	52702521	52702615	RNA568	94	22	0.0158449420093595	0.0	0.9545454545454546	234042.55319148937	pre_miRNA	Pol II
chr2	53849121	53849205	RNA569	84	20	1.469787985115251e-05	0.0	1.0	238095.23809523808	pre_miRNA	Pol II
chr2	55982966	55983076	RNA570	110	28	0.0007451337078561	1.4698500308440998e-05	1.0	254545.45454545453	pre_miRNA	Pol II
chr2	61417243	61417377	RNA571	134	32	0.0001819246905085	0.0	1.0	238805.97014925373	snoRNA	Pol II
chr2	64340758	64340839	RNA572	81	18	0.0152458844088667	7.45645002098172e-06	0.9444444444444444	222222.22222222225	pre_miRNA	Pol II
chr2	69520043	69520171	RNA573	128	20	0.0005579060102263	0.0	1.0	156250.0	snoRNA	Pol II
chr2	77954906	77955026	RNA574	120	59	0.0181237373791206	0.0	0.9661016949152542	491666.6666666666	snaR_RNA	Pol III
chr2	86135869	86136006	RNA575	137	21	2.589720021378456e-05	1.4694600395159796e-05	1.0	153284.67153284673	snoRNA	Pol II
chr2	86193025	86193108	RNA576	83	17	2.525820068780349e-05	0.0	1.0	204819.2771084337	pre_miRNA	Pol II
chr2	96214638	96214762	RNA577	124	27	0.0001834532044153	0.0	1.0	217741.93548387097	snoRNA	Pol II
chr2	101272935	101273049	RNA578	114	18	4.0824270955555126e-05	0.0	1.0	157894.73684210525	snoRNA	Pol II
chr2	110658149	110658249	RNA579	100	15	0.0025238859476303	1.4710600225953384e-05	1.0	150000.0	snoRNA	Pol II
chr2	132433710	132433820	RNA580	110	9	1.830209971053086e-05	1.506609987700358e-05	1.0	81818.18181818182	pre_miRNA	Pol II
chr2	135136627	135136755	RNA581	128	30	0.0002135879301022	7.347300197579898e-06	1.0	234375.0	snoRNA	Pol II
chr2	135665396	135665478	RNA582	82	7	4.19964284706761e-06	0.0	1.0	85365.8536585366	pre_miRNA	Pol II
chr2	156400768	156400840	RNA583	72	87	5.929873207176529e-05	1.4698500308440998e-05	1.0	1208333.3333333333	tRNA	Pol III
chr2	164687642	164687777	RNA584	135	36	0.0001580512590761	7.349050065386109e-06	1.0	266666.6666666667	snoRNA	Pol II
chr2	169816278	169816378	RNA585	100	23	0.0071105508419034	1.4699399798701052e-05	0.9565217391304348	230000.0	snoRNA	Pol II
chr2	189133035	189133111	RNA586	76	16	1.493568737487204e-05	0.0	1.0	210526.31578947368	pre_miRNA	Pol II
chr2	197486787	197486903	RNA587	116	0				0.0	snoRNA	Pol II
chr2	202276430	202276518	RNA588	88	23	0.0001668810348786	0.0	1.0	261363.63636363635	snoRNA	Pol II
chr2	202278112	202278187	RNA589	75	13	1.809216127394401e-05	0.0	1.0	173333.33333333334	snoRNA	Pol II
chr2	202291316	202291428	RNA590	112	28	0.0001879012826131	0.0	1.0	250000.0	snoRNA	Pol II
chr2	202293050	202293134	RNA591	84	16	1.1025531478025142e-05	0.0	1.0	190476.19047619047	snoRNA	Pol II
chr2	206162227	206162359	RNA592	132	23	2.300696079423023e-05	1.4698500308440998e-05	1.0	174242.42424242423	snoRNA	Pol II
chr2	212926256	212926336	RNA593	80	10	0.0002133568042154	2.2648249796475284e-05	1.0	125000.0	pre_miRNA	Pol II
chr2	214846946	214847081	RNA594	135	23	1.2143899806209711e-05	0.0	1.0	170370.37037037036	snoRNA	Pol II
chr2	217900512	217900628	RNA595	116	23	0.0005683427894916	1.4698100130772218e-05	1.0	198275.86206896557	pre_miRNA	Pol II
chr2	219294110	219294200	RNA596	90	11	9.35389074253511e-06	0.0	1.0	122222.22222222222	pre_miRNA	Pol II
chr2	219549072	219549147	RNA597	75	16	3.399506204004468e-05	0.0	1.0	213333.3333333333	pre_miRNA	Pol II
chr2	231455799	231455936	RNA598	137	27	0.0038411353690645	1.4696799553348685e-05	0.9629629629629628	197080.2919708029	snoRNA	Pol II
chr2	231456443	231456523	RNA599	80	15	1.0780026605055764e-05	0.0	1.0	187500.0	snoRNA	Pol II
chr2	231460367	231460442	RNA600	75	15	8.818980010498004e-06	0.0	1.0	200000.0	snoRNA	Pol II
chr2	239943014	239943094	RNA601	80	23	0.0012422338713804	0.0	1.0	287500.0	pre_miRNA	Pol II
chr2	240456000	240456089	RNA602	89	21	0.0551103572262426	1.4700300198455809e-05	0.9047619047619048	235955.05617977527	pre_miRNA	Pol II
chr20	2462951	2463047	RNA603	96	21	3.9892366528092935e-05	1.4698500308440998e-05	1.0	218750.0	snoRNA	Pol II
chr20	2654211	2654286	RNA604	75	20	8.012605944713778e-05	1.4704599834658438e-05	1.0	266666.6666666667	snoRNA	Pol II
chr20	2655066	2655198	RNA605	132	33	1.5143342407648817e-05	1.4697199731017465e-05	1.0	250000.0	snoRNA	Pol II
chr20	2656096	2656182	RNA606	86	21	1.1901180880072171e-05	1.4699799976369832e-05	1.0	244186.0465116279	snoRNA	Pol II
chr20	2656623	2656694	RNA607	71	22	5.345654657999561e-06	0.0	1.0	309859.15492957743	snoRNA	Pol II
chr20	2656938	2657010	RNA608	72	11	5.344754588970153e-06	0.0	1.0	152777.77777777778	snoRNA	Pol II
chr20	34466324	34466418	RNA609	94	15	0.0001677220395019	0.0	1.0	159574.4680851064	pre_miRNA	Pol II
chr20	38427305	38427443	RNA610	138	27	1.905320732475708e-05	0.0	1.0	195652.1739130435	snoRNA	Pol II
chr20	38429666	38429804	RNA611	138	29	0.0001180988022277	0.0	1.0	210144.92753623187	snoRNA	Pol II
chr20	38433861	38433999	RNA612	138	38	0.0305664529042156	1.469724975322606e-05	0.9473684210526316	275362.3188405797	snoRNA	Pol II
chr20	38448082	38448218	RNA613	136	30	8.822206655167975e-06	1.4697250207973411e-05	1.0	220588.23529411765	snoRNA	Pol II
chr20	38449368	38449504	RNA614	136	30	1.2737713344298148e-05	1.4696549897053046e-05	1.0	220588.23529411765	snoRNA	Pol II
chr20	47166966	47167058	RNA615	92	13	0.0001662542818639	2.9408300179056823e-05	1.0	141304.34782608697	pre_miRNA	Pol II
chr20	49278944	49279023	RNA616	79	19	1.4696510429769804e-05	1.469509970775107e-05	1.0	240506.3291139241	snoRNA	Pol II
chr20	49280312	49280415	RNA617	103	27	0.0003283088162114	0.0	1.0	262135.9223300971	snoRNA	Pol II
chr20	49280682	49280772	RNA618	90	22	8.419660802742323e-05	0.0	1.0	244444.44444444444	snoRNA	Pol II
chr20	54068407	54068485	RNA619	78	17	1.8159681905457637e-05	0.0	1.0	217948.71794871797	pre_miRNA	Pol II
chr20	57321501	57321591	RNA620	90	10	1.028876004056656e-05	1.469705011913902e-05	1.0	111111.11111111112	pre_miRNA	Pol II
chr20	63942630	63942726	RNA621	96	21	0.0396996662422593	1.4701099644298664e-05	0.9523809523809524	218750.0	pre_miRNA	Pol II
chr21	8205314	8205406	RNA622	0	0					pre_miRNA	Pol II
chr21	16284695	16284768	RNA623	73	19	0.0024707622836247	1.484380027250154e-05	1.0	260273.9726027397	snoRNA	Pol II
chr21	16590236	16590325	RNA624	89	6	7.3511998076962e-06	7.350549822149332e-06	1.0	67415.73033707865	pre_miRNA	Pol II
chr21	23079283	23079392	RNA625	109	20	1.773259514265832e-05	1.477980003983248e-05	1.0	183486.2385321101	pre_miRNA	Pol II
chr21	30375293	30375378	RNA626	85	23	1.599306964951792e-05	0.0	1.0	270588.23529411765	pre_miRNA	Pol II
chr21	32377186	32377322	RNA627	136	28	0.0027399399959579	0.0	0.9642857142857144	205882.35294117645	snoRNA	Pol II
chr22	17764179	17764259	RNA628	80	13	1.130520027239939e-05	0.0	1.0	162500.0	pre_miRNA	Pol II
chr22	17980867	17980961	RNA629	94	23	0.0436098870463272	0.0	0.9565217391304348	244680.8510638298	pre_miRNA	Pol II
chr22	19963752	19963834	RNA630	82	20	0.0001911132323584	0.0	1.0	243902.43902439025	pre_miRNA	Pol II
chr22	20085745	20085833	RNA631	88	2	2.204430029451032e-05	2.204430029451032e-05	1.0	22727.272727272728	pre_miRNA	Pol II
chr22	20126401	20126526	RNA632	125	29	2.027181390389396e-05	1.4696799553348685e-05	1.0	232000.0	snoRNA	Pol II
chr22	20249133	20249211	RNA633	78	14	8.190635935534053e-05	7.350350188062294e-06	1.0	179487.1794871795	pre_miRNA	Pol II
chr22	21653303	21653385	RNA634	82	15	0.0001009347437502	0.0	1.0	182926.82926829267	pre_miRNA	Pol II
chr22	27920524	27920612	RNA635	74	12	0.0113162258071497	7.853500392229762e-06	0.9166666666666666	162162.16216216216	pre_miRNA	Pol II
chr22	29333162	29333258	RNA636	96	9	1.796898878738931e-05	1.4703699889651034e-05	1.0	93750.0	snoRNA	Pol II
chr22	33704785	33704920	RNA637	135	21	2.170003820840864e-05	0.0	1.0	155555.55555555556	snoRNA	Pol II
chr22	35336720	35336799	RNA638	79	10	8.822890140436358e-06	0.0	1.0	126582.27848101266	pre_miRNA	Pol II
chr22	37844271	37844371	RNA639	100	42	0.0012893086047066	0.0	0.9761904761904762	420000.0	pre_miRNA	Pol II
chr22	39313818	39313911	RNA640	93	32	2.985599022053592e-05	1.4696400285174605e-05	1.0	344086.0215053764	snoRNA	Pol II
chr22	39315212	39315307	RNA641	95	29	3.750314822510954e-05	0.0	1.0	305263.15789473685	snoRNA	Pol II
chr22	41073601	41073721	RNA642	120	26	0.0395005686724779	7.352300144702895e-06	0.9615384615384616	216666.6666666667	snoRNA	Pol II
chr22	44150656	44150740	RNA643	84	21	0.0176126459127772	0.0	0.9523809523809524	250000.0	tRNA	Pol III
chr22	46113565	46113657	RNA644	92	35	3.444650839290583e-05	1.4699799976369832e-05	1.0	380434.7826086957	pre_miRNA	Pol II
chr22	50407441	50407524	RNA645	83	9	4.899988905688386e-06	0.0	1.0	108433.73493975904	pre_miRNA	Pol II
chr3	5250176	5250255	RNA646	79	14	2.389694944732537e-05	7.550800091848942e-06	1.0	177215.18987341772	pre_miRNA	Pol II
chr3	12840311	12840450	RNA647	139	34	0.0002239874542122	0.0	1.0	244604.3165467626	snoRNA	Pol II
chr3	15873770	15873849	RNA648	79	15	0.0667048842412744	0.0	0.9333333333333332	189873.417721519	pre_miRNA	Pol II
chr3	44861887	44861981	RNA649	94	46	0.0229032468144435	0.0	0.9565217391304348	489361.7021276596	pre_miRNA	Pol II
chr3	45688998	45689071	RNA650	73	79	5.842200408562519e-05	1.4698999621032272e-05	1.0	1082191.7808219178	tRNA	Pol III
chr3	47250516	47250609	RNA651	93	17	8.649776432053733e-06	0.0	1.0	182795.6989247312	snoRNA	Pol II
chr3	47661564	47661694	RNA652	130	20	0.0001477769262692	1.4698300219606608e-05	1.0	153846.15384615384	snoRNA	Pol II
chr3	48316359	48316459	RNA653	100	16	1.8375268950872003e-05	1.469764993089484e-05	1.0	160000.0	pre_miRNA	Pol II
chr3	48578901	48578977	RNA654	76	11	1.4698682042014451e-05	0.0	1.0	144736.84210526315	pre_miRNA	Pol II
chr3	48644193	48644280	RNA655	87	14	1.3653335437473807e-05	0.0	1.0	160919.54022988505	pre_miRNA	Pol II
chr3	52689239	52689315	RNA656	76	16	0.0015443437681597	0.0	1.0	210526.31578947368	snoRNA	Pol II
chr3	52690737	52690830	RNA657	93	12	0.0001690414778749	1.469764993089484e-05	1.0	129032.25806451612	snoRNA	Pol II
chr3	52692735	52692812	RNA658	77	12	1.1023291563105886e-05	7.348399776674342e-06	1.0	155844.15584415584	snoRNA	Pol II
chr3	71541969	71542089	RNA659	120	25	0.0400211626719465	1.4696799553348685e-05	0.96	208333.3333333333	pre_miRNA	Pol II
chr3	85062152	85062264	RNA660	112	22	3.610132704455136e-05	1.4703950000694022e-05	1.0	196428.57142857145	snoRNA	Pol II
chr3	85385709	85385792	RNA661	83	18	2.3068089174351703e-05	0.0	1.0	216867.4698795181	pre_miRNA	Pol II
chr3	87226188	87226277	RNA662	89	19	8.556568517585555e-06	0.0	1.0	213483.1460674157	pre_miRNA	Pol II
chr3	116850276	116850367	RNA663	91	21	1.0506361875394804e-05	1.4707199625263456e-05	1.0	230769.2307692308	pre_miRNA	Pol II
chr3	124374331	124374437	RNA664	106	18	0.0092085737973724	7.348200142587302e-06	0.9444444444444444	169811.32075471696	pre_miRNA	Pol II
chr3	129397209	129397348	RNA665	139	22	2.3386932215623813e-05	0.0	1.0	158273.38129496403	snoRNA	Pol II
chr3	132229099	132229171	RNA666	72	26	1.978873450962381e-05	1.4699399798701052e-05	1.0	361111.1111111111	tRNA	Pol III
chr3	132231797	132231869	RNA667	72	31	1.474853859455766e-05	0.0	1.0	430555.5555555556	tRNA	Pol III
chr3	148503440	148503522	RNA668	82	14	3.885405781797108e-05	1.4701550298923394e-05	1.0	170731.7073170732	tRNA	Pol III
chr3	171106663	171106759	RNA669	96	10	0.0001366993810733	7.348399776674342e-06	1.0	104166.66666666669	pre_miRNA	Pol II
chr3	183451858	183451990	RNA670	132	27	1.4157185197053251e-05	0.0	1.0	204545.45454545456	snoRNA	Pol II
chr3	183453813	183453946	RNA671	133	28	0.0357232101678813	0.0	0.9642857142857144	210526.31578947368	snoRNA	Pol II
chr3	184241404	184241489	RNA672	85	24	4.348641671942876e-05	7.348399776674342e-06	1.0	282352.9411764706	pre_miRNA	Pol II
chr3	184325695	184325771	RNA673	76	22	3.0735913779519035e-05	1.4698999621032272e-05	1.0	289473.68421052635	snoRNA	Pol II
chr3	184648306	184648377	RNA674	71	11	2.673651017009937e-05	0.0	1.0	154929.57746478872	tRNA	Pol III
chr3	186786322	186786447	RNA675	125	43	0.032119480834512	1.4698999621032272e-05	0.9534883720930232	344000.0	snoRNA	Pol II
chr3	186787298	186787433	RNA676	135	37	9.932281033331024e-06	1.4696799553348685e-05	1.0	274074.0740740741	snoRNA	Pol II
chr3	186787612	186787749	RNA677	137	44	2.6394950034293112e-05	1.4697699953103438e-05	1.0	321167.8832116788	snoRNA	Pol II
chr3	189829921	189830009	RNA678	88	21	0.0030124187344318	1.469590006308863e-05	0.9523809523809524	238636.36363636365	pre_miRNA	Pol II
chr3	195134505	195134580	RNA679	75	15	9.798239989322613e-06	1.469509970775107e-05	1.0	200000.0	pre_miRNA	Pol II
chr4	1974635	1974760	RNA680	125	34	2.2479556291186824e-05	0.0	1.0	272000.0	scaRNA	Pol II
chr4	4664325	4664423	RNA681	98	20	0.0001205573877086	1.4700699921377236e-05	1.0	204081.63265306124	snoRNA	Pol II
chr4	7460027	7460118	RNA682	81	26	0.0223062770246892	1.4706300135003405e-05	0.9615384615384616	320987.65432098764	pre_miRNA	Pol II
