Chromosome,Start,End,Length_exon1,Length_exon2,Strand,GeneID
chr9,21454267,21559798,310,124,-,URS0000CCDFB4_9606
chr9,25780055,25812968,113,202,+,URS000075DE7D_9606
chr9,26066673,26118408,153,88,+,URS00007BBD79_9606
chr9,33732971,33818868,242,127,-,URS0002123160_9606
chr9,34568011,34583072,146,738,+,URS000075A991_9606
chr9,34985411,34989379,221,526,-,URS000075B376_9606
chr9,38621087,38623280,278,1449,+,URS000075AC74_9606
chr9,40323569,40329220,516,253,+,URS0000759C7C_9606
chr9,41100966,41107812,219,224,-,URS0000BC460F_9606
chr9,41694356,41699001,162,179,-,URS0000A773E0_9606
chr9,62532561,62542812,127,432,+,URS0000BC4600_9606
chr9,66970160,66977317,789,1096,-,URS000075DBA9_9606
chr9,69296680,69307056,203,143,-,URS0000759AA6_9606
chr9,69819404,69820739,90,863,-,URS000075A4EF_9606
chr9,77176754,77177917,292,152,-,URS000075ED86_9606
chr9,81689712,81776899,247,112,+,URS0000759AE9_9606
chr9,83708330,83713493,123,996,+,URS0000A76698_9606
chr9,88627188,88652160,200,740,-,URS00021231E4_9606
chr9,90462431,90582746,219,143,-,URS000075B5F1_9606
chr9,92141465,92159608,185,129,+,URS000075E2BA_9606
chr9,94166257,94176268,124,404,+,URS0002123205_9606
chr9,96246462,96250261,147,113,+,URS0000BC456B_9606
chr9,98911203,98917817,267,1371,+,URS00025E353D_9606
chr9,106616057,106679800,259,94,+,URS000075E3BA_9606
chr9,112451797,112486691,302,169,-,URS00021ED9D3_9606
chr9,113104722,113111677,268,107,-,URS000075B874_9606
chr9,115888163,115925207,185,272,-,URS0000CCE02B_9606
chr9,116285827,116363676,80,178,-,URS00021231FF_9606
chr9,125743754,125745929,514,183,-,URS000075E8DF_9606
chr9,128468924,128473012,80,359,-,URS000212313C_9606
chr9,129176325,129260593,812,368,+,URS000218112A_9606
chr9,129488659,129513686,640,118,+,URS000075C353_9606
chr9,135343247,135346562,224,433,+,URS00007BEBA9_9606
chr9,135462718,135472249,173,622,-,URS000075C8DA_9606
chr9,137027463,137037955,448,1234,+,URS000212322C_9606
chr9,137615331,137618895,365,258,-,URS0000759D8C_9606
chr9,138216855,138272073,375,119,+,URS0000ABD89A_9606
chrX,319144,321319,407,1112,+,URS0000759D41_9606
chrX,2612990,2615347,631,706,-,URS000075E171_9606
chrX,2904903,2906122,302,555,+,URS0000A76F0C_9606
chrX,3271819,3284653,99,76,+,URS000075B7AF_9606
chrX,11054244,11111140,258,90,-,URS00022AFCC6_9606
chrX,12902816,12943300,123,117,-,URS000075D4A0_9606
chrX,18890295,18894975,333,134,+,URS000075CB2F_9606
chrX,30834622,30839073,141,99,+,URS0000ABD80D_9606
chrX,41275738,41276777,145,689,+,URS0000A7744F_9606
chrX,43949731,43971552,349,84,+,URS0000BC4470_9606
chrX,46325922,46327674,125,532,-,URS0000759D9D_9606
chrX,48056309,48067308,123,999,+,URS0000A77018_9606
chrX,66015460,66020426,91,125,+,URS00021231B4_9606
chrX,73944323,74070382,142,79,+,URS000075CF99_9606
chrX,74028134,74293574,224,148,-,URS000043C800_9606
chrX,115518188,115562731,106,127,-,URS000075AAD5_9606
chrX,115840963,115905527,115,92,+,URS0000BC4443_9606
chrX,120036235,120146855,297,288,+,URS0000812161_9606
chrX,131702648,131830643,353,145,-,URS00002F3F76_9606
chrX,134949548,134953381,107,336,+,URS0000A76CE7_9606
chrX,136639542,136642429,262,100,+,URS000075A10E_9606
chrX,137560668,137564487,157,529,-,URS00025F35BA_9606
chrX,149938547,150016787,239,228,+,URS000075C601_9606
chrX,154424379,154428479,352,246,-,URS000075C8C8_9606
chrX,156014563,156016830,169,1062,-,URS0000A76759_9606
